ID_CLIENTE,MES_BALANCE,SALDO_TDC_MXN,LIMITE_CREDITO_MXN
102171,-8,20771.3,46887.4
102171,-7,18846.16,46887.4
102171,-6,20227.16,46887.4
102171,-5,19637.8,46887.4
102171,-4,20342.06,46887.4
102171,-3,20356.91,46887.4
102171,-2,20771.27,46887.4
102171,-1,19732.42,46887.4
104057,-12,14309.64,34473.61
104057,-11,14005.66,34473.61
104057,-10,12940.05,34473.61
104057,-9,13706.84,34473.61
104057,-8,15290.69,34473.61
104057,-7,13155.65,34473.61
104057,-6,13975.12,34473.61
104057,-5,13795.84,34473.61
104057,-4,14543.52,34473.61
104057,-3,14953.42,34473.61
104057,-2,15661.98,34473.61
104057,-1,13536.44,34473.61
103053,-12,18548.01,45707.24
103053,-11,18509.7,45707.24
103053,-10,20246.4,45707.24
103053,-9,19456.38,45707.24
103053,-8,17708.98,45707.24
103053,-7,17298.69,45707.24
103053,-6,20680.11,45707.24
103053,-5,17660.48,45707.24
103053,-4,20383.68,45707.24
103053,-3,19028.19,45707.24
103053,-2,18721.48,45707.24
103053,-1,17547.35,45707.24
101517,-12,7758.35,20505.39
101517,-11,8691.4,20505.39
101517,-10,7621.97,20505.39
101517,-9,8377.16,20505.39
101517,-8,8113.71,20505.39
101517,-7,7637.13,20505.39
101517,-6,8604.57,20505.39
101517,-5,9125.25,20505.39
101517,-4,8095.2,20505.39
101517,-3,8103.7,20505.39
101517,-2,9410.53,20505.39
101517,-1,9067.15,20505.39
100962,-12,11462.07,28915.04
100962,-11,11122.13,28915.04
100962,-10,10988.83,28915.04
100962,-9,12189.36,28915.04
100962,-8,11459.81,28915.04
100962,-7,12634.34,28915.04
100962,-6,11896.79,28915.04
100962,-5,11851.03,28915.04
100962,-4,11843.53,28915.04
100962,-3,11539.11,28915.04
100962,-2,12499.66,28915.04
100962,-1,12882.27,28915.04
104494,-12,15951.65,42796.36
104494,-11,17615.86,42796.36
104494,-10,15760.67,42796.36
104494,-9,18745.36,42796.36
104494,-8,15945.7,42796.36
104494,-7,16887.9,42796.36
104494,-6,16528.9,42796.36
104494,-5,19100.81,42796.36
104494,-4,18137.07,42796.36
104494,-3,17901.71,42796.36
104494,-2,17072.22,42796.36
104494,-1,19665.11,42796.36
102989,-12,13732.73,31616.69
102989,-11,13108.8,31616.69
102989,-10,11807.01,31616.69
102989,-9,14010.42,31616.69
102989,-8,13965.78,31616.69
102989,-7,12880.74,31616.69
102989,-6,11857.76,31616.69
102989,-5,14039.69,31616.69
102989,-4,14341.75,31616.69
102989,-3,14096.85,31616.69
102989,-2,13182.77,31616.69
102989,-1,13982.74,31616.69
101933,-12,18483.71,46611.16
101933,-11,18053.33,46611.16
101933,-10,16962.15,46611.16
101933,-9,18149.46,46611.16
101933,-8,19754.8,46611.16
101933,-7,19133.24,46611.16
101933,-6,19960.71,46611.16
101933,-5,21143.04,46611.16
101933,-4,18624.1,46611.16
101933,-3,18354.82,46611.16
101933,-2,20914.75,46611.16
101933,-1,19242.85,46611.16
101744,-12,10245.11,27800.71
101744,-11,10909.88,27800.71
101744,-10,12020.39,27800.71
101744,-9,12094.96,27800.71
101744,-8,10776.37,27800.71
101744,-7,12218.22,27800.71
101744,-6,11252.17,27800.71
101744,-5,10657.5,27800.71
101744,-4,12574.1,27800.71
101744,-3,11275.97,27800.71
101744,-2,11203.22,27800.71
101744,-1,11337.96,27800.71
104457,-12,9345.3,21842.69
104457,-11,8070.25,21842.69
104457,-10,9174.51,21842.69
104457,-9,8792.91,21842.69
104457,-8,9367.1,21842.69
104457,-7,9575.5,21842.69
104457,-6,8770.01,21842.69
104457,-5,8919.73,21842.69
104457,-4,9978.21,21842.69
104457,-3,9840.61,21842.69
104457,-2,8288.85,21842.69
104457,-1,8584.39,21842.69
102395,-12,16377.92,37471.87
102395,-11,16400.57,37471.87
102395,-10,16304.76,37471.87
102395,-9,14591.17,37471.87
102395,-8,16374.81,37471.87
102395,-7,13907.14,37471.87
102395,-6,16929.26,37471.87
102395,-5,15398.33,37471.87
102395,-4,16218.14,37471.87
102395,-3,15586.04,37471.87
102395,-2,15648.56,37471.87
102395,-1,15648.08,37471.87
102975,-12,10233.03,26393.03
102975,-11,11263.2,26393.03
102975,-10,11186.61,26393.03
102975,-9,10078.51,26393.03
102975,-8,10995.91,26393.03
102975,-7,11190.91,26393.03
102975,-6,10100.23,26393.03
102975,-5,10484.75,26393.03
102975,-4,11925.2,26393.03
102975,-3,10437.6,26393.03
102975,-2,11701.87,26393.03
102975,-1,11153.4,26393.03
102967,-12,15171.81,40491.72
102967,-11,17129.57,40491.72
102967,-10,16824.0,40491.72
102967,-9,16511.74,40491.72
102967,-8,17393.13,40491.72
102967,-7,15076.97,40491.72
102967,-6,16069.06,40491.72
102967,-5,17265.14,40491.72
102967,-4,18331.69,40491.72
102967,-3,16868.28,40491.72
102967,-2,16857.28,40491.72
102967,-1,15933.1,40491.72
102527,-12,13349.32,33134.39
102527,-11,13905.93,33134.39
102527,-10,14576.84,33134.39
102527,-9,13917.78,33134.39
102527,-8,13120.08,33134.39
102527,-7,13869.22,33134.39
102527,-6,13662.4,33134.39
102527,-5,14446.68,33134.39
102527,-4,13596.66,33134.39
102527,-3,13169.71,33134.39
102527,-2,12948.01,33134.39
102527,-1,13461.7,33134.39
101213,-12,14758.54,39489.51
101213,-11,17257.91,39489.51
101213,-10,16207.21,39489.51
101213,-9,15004.62,39489.51
101213,-8,14602.93,39489.51
101213,-7,17512.83,39489.51
101213,-6,17334.29,39489.51
101213,-5,17495.71,39489.51
101213,-4,17226.06,39489.51
101213,-3,17754.56,39489.51
101213,-2,17145.61,39489.51
101213,-1,16540.1,39489.51
101316,-12,18085.65,49472.09
101316,-11,21522.62,49472.09
101316,-10,19328.81,49472.09
101316,-9,19477.79,49472.09
101316,-8,19663.11,49472.09
101316,-7,20941.96,49472.09
101316,-6,19647.15,49472.09
101316,-5,20678.82,49472.09
101316,-4,21651.62,49472.09
101316,-3,20008.1,49472.09
101316,-2,20688.26,49472.09
101316,-1,21198.85,49472.09
104037,-12,7915.94,19679.46
104037,-11,7278.36,19679.46
104037,-10,7849.31,19679.46
104037,-9,8255.2,19679.46
104037,-8,8659.22,19679.46
104037,-7,7730.17,19679.46
104037,-6,8894.26,19679.46
104037,-5,8419.51,19679.46
104037,-4,8401.58,19679.46
104037,-3,8936.83,19679.46
104037,-2,7603.23,19679.46
104037,-1,7697.81,19679.46
102215,-12,13180.67,35601.4
102215,-11,15388.67,35601.4
102215,-10,13064.41,35601.4
102215,-9,14996.7,35601.4
102215,-8,15875.07,35601.4
102215,-7,14384.3,35601.4
102215,-6,15130.96,35601.4
102215,-5,14461.47,35601.4
102215,-4,16178.13,35601.4
102215,-3,15654.97,35601.4
102215,-2,13963.77,35601.4
102215,-1,13624.66,35601.4
100937,-12,7488.67,20234.01
100937,-11,8574.52,20234.01
100937,-10,7924.4,20234.01
100937,-9,7480.56,20234.01
100937,-8,8935.65,20234.01
100937,-7,8848.92,20234.01
100937,-6,8076.24,20234.01
100937,-5,7695.25,20234.01
100937,-4,8026.7,20234.01
100937,-3,7859.31,20234.01
100937,-2,8483.8,20234.01
100937,-1,8245.38,20234.01
102611,-12,13971.59,32138.94
102611,-11,13800.39,32138.94
102611,-10,11923.88,32138.94
102611,-9,14146.23,32138.94
102611,-8,14405.41,32138.94
102611,-7,12021.63,32138.94
102611,-6,13167.52,32138.94
102611,-5,14219.89,32138.94
102611,-4,13406.11,32138.94
102611,-3,13834.49,32138.94
102611,-2,13268.69,32138.94
102611,-1,14502.44,32138.94
101893,-12,18432.93,49066.58
101893,-11,19857.76,49066.58
101893,-10,20806.98,49066.58
101893,-9,18865.3,49066.58
101893,-8,18809.98,49066.58
101893,-7,20384.51,49066.58
101893,-6,20293.02,49066.58
101893,-5,21790.74,49066.58
101893,-4,20415.75,49066.58
101893,-3,19648.14,49066.58
101893,-2,21857.71,49066.58
101893,-1,21188.73,49066.58
103048,-12,11089.33,27551.66
103048,-11,11429.61,27551.66
103048,-10,10692.47,27551.66
103048,-9,10604.15,27551.66
103048,-8,12026.11,27551.66
103048,-7,11858.17,27551.66
103048,-6,11570.55,27551.66
103048,-5,10496.38,27551.66
103048,-4,12400.35,27551.66
103048,-3,10978.1,27551.66
103048,-2,10549.32,27551.66
103048,-1,12204.64,27551.66
102533,-12,5385.08,12895.45
102533,-11,5112.66,12895.45
102533,-10,4832.93,12895.45
102533,-9,4860.6,12895.45
102533,-8,5227.07,12895.45
102533,-7,4833.63,12895.45
102533,-6,5595.33,12895.45
102533,-5,5264.42,12895.45
102533,-4,5636.62,12895.45
102533,-3,5798.18,12895.45
102533,-2,5007.19,12895.45
102533,-1,5765.95,12895.45
101051,-12,15880.65,41363.82
101051,-11,17788.12,41363.82
101051,-10,17437.4,41363.82
101051,-9,18267.22,41363.82
101051,-8,18299.15,41363.82
101051,-7,15572.23,41363.82
101051,-6,17217.52,41363.82
101051,-5,16881.29,41363.82
101051,-4,18805.73,41363.82
101051,-3,18773.88,41363.82
101051,-2,18397.31,41363.82
101051,-1,19113.89,41363.82
102853,-12,16870.23,44747.99
102853,-11,17719.74,44747.99
102853,-10,19048.17,44747.99
102853,-9,16796.59,44747.99
102853,-8,19443.39,44747.99
102853,-7,17593.08,44747.99
102853,-6,17155.58,44747.99
102853,-5,20285.24,44747.99
102853,-4,17799.02,44747.99
102853,-3,19774.84,44747.99
102853,-2,16997.28,44747.99
102853,-1,20074.42,44747.99
101428,-12,8324.29,18930.2
101428,-11,6926.79,18930.2
101428,-10,7262.41,18930.2
101428,-9,7357.19,18930.2
101428,-8,8100.68,18930.2
101428,-7,8101.51,18930.2
101428,-6,7668.79,18930.2
101428,-5,7741.61,18930.2
101428,-4,7109.09,18930.2
101428,-3,8286.06,18930.2
101428,-2,8407.75,18930.2
101428,-1,7429.51,18930.2
100632,-12,10704.36,28569.01
100632,-11,10586.34,28569.01
100632,-10,11861.9,28569.01
100632,-9,11209.51,28569.01
100632,-8,12405.92,28569.01
100632,-7,11193.15,28569.01
100632,-6,11327.95,28569.01
100632,-5,12180.63,28569.01
100632,-4,10778.75,28569.01
100632,-3,11097.21,28569.01
100632,-2,11150.86,28569.01
100632,-1,13082.75,28569.01
101993,-12,16572.4,43894.31
101993,-11,18565.08,43894.31
101993,-10,17878.83,43894.31
101993,-9,18201.1,43894.31
101993,-8,18028.09,43894.31
101993,-7,19327.77,43894.31
101993,-6,19420.81,43894.31
101993,-5,17305.72,43894.31
101993,-4,17250.07,43894.31
101993,-3,19483.7,43894.31
101993,-2,17700.44,43894.31
101993,-1,17371.08,43894.31
101457,-12,9631.27,24720.32
101457,-11,10862.24,24720.32
101457,-10,10860.5,24720.32
101457,-9,9324.25,24720.32
101457,-8,9548.45,24720.32
101457,-7,10921.05,24720.32
101457,-6,10053.81,24720.32
101457,-5,10554.34,24720.32
101457,-4,11293.7,24720.32
101457,-3,9831.08,24720.32
101457,-2,9718.29,24720.32
101457,-1,11307.23,24720.32
101212,-12,12403.23,28524.14
101212,-11,11630.4,28524.14
101212,-10,11641.15,28524.14
101212,-9,12737.61,28524.14
101212,-8,10940.44,28524.14
101212,-7,12088.58,28524.14
101212,-6,11461.66,28524.14
101212,-5,12901.3,28524.14
101212,-4,11200.71,28524.14
101212,-3,11270.36,28524.14
101212,-2,11297.99,28524.14
101212,-1,11814.71,28524.14
102743,-12,14199.9,37008.14
102743,-11,16025.99,37008.14
102743,-10,13668.42,37008.14
102743,-9,16320.72,37008.14
102743,-8,16308.62,37008.14
102743,-7,14266.17,37008.14
102743,-6,15548.46,37008.14
102743,-5,16319.28,37008.14
102743,-4,16066.34,37008.14
102743,-3,16690.61,37008.14
102743,-2,15102.35,37008.14
102743,-1,14330.7,37008.14
102387,-12,13815.82,32481.86
102387,-11,11881.95,32481.86
102387,-10,12687.95,32481.86
102387,-9,12161.85,32481.86
102387,-8,12213.88,32481.86
102387,-7,12502.83,32481.86
102387,-6,12295.51,32481.86
102387,-5,12930.0,32481.86
102387,-4,13563.54,32481.86
102387,-3,12603.56,32481.86
102387,-2,13676.24,32481.86
102387,-1,13761.52,32481.86
104631,-12,17689.8,48461.05
104631,-11,19698.71,48461.05
104631,-10,19422.71,48461.05
104631,-9,18875.27,48461.05
104631,-8,17865.47,48461.05
104631,-7,20798.7,48461.05
104631,-6,19802.69,48461.05
104631,-5,20635.26,48461.05
104631,-4,20495.37,48461.05
104631,-3,19408.67,48461.05
104631,-2,20095.65,48461.05
104631,-1,20913.43,48461.05
101009,-12,5225.5,13112.66
101009,-11,5371.56,13112.66
101009,-10,5052.47,13112.66
101009,-9,5186.39,13112.66
101009,-8,5348.1,13112.66
101009,-7,5772.41,13112.66
101009,-6,5770.5,13112.66
101009,-5,5650.38,13112.66
101009,-4,5257.56,13112.66
101009,-3,6012.75,13112.66
101009,-2,5439.11,13112.66
101009,-1,5676.65,13112.66
101053,-12,13867.32,31829.21
101053,-11,14027.24,31829.21
101053,-10,12148.49,31829.21
101053,-9,12607.56,31829.21
101053,-8,12203.49,31829.21
101053,-7,13055.96,31829.21
101053,-6,12460.14,31829.21
101053,-5,12995.9,31829.21
101053,-4,12183.41,31829.21
101053,-3,12491.45,31829.21
101053,-2,12756.28,31829.21
101053,-1,12327.21,31829.21
102265,-12,7231.03,17971.18
102265,-11,7825.16,17971.18
102265,-10,6774.43,17971.18
102265,-9,6756.23,17971.18
102265,-8,7605.77,17971.18
102265,-7,7676.39,17971.18
102265,-6,6781.71,17971.18
102265,-5,7183.42,17971.18
102265,-4,8043.55,17971.18
102265,-3,6833.59,17971.18
102265,-2,7828.12,17971.18
102265,-1,6864.0,17971.18
104448,-12,11651.13,27634.61
104448,-11,10250.72,27634.61
104448,-10,10729.42,27634.61
104448,-9,10723.12,27634.61
104448,-8,12076.04,27634.61
104448,-7,11192.03,27634.61
104448,-6,11867.6,27634.61
104448,-5,10475.49,27634.61
104448,-4,11953.08,27634.61
104448,-3,12679.52,27634.61
104448,-2,10557.7,27634.61
104448,-1,12527.25,27634.61
102886,-12,8290.44,20405.88
102886,-11,8837.33,20405.88
102886,-10,8905.52,20405.88
102886,-9,8392.31,20405.88
102886,-8,7544.58,20405.88
102886,-7,7687.35,20405.88
102886,-6,8244.41,20405.88
102886,-5,7961.43,20405.88
102886,-4,8883.24,20405.88
102886,-3,7944.21,20405.88
102886,-2,8509.83,20405.88
102886,-1,8131.11,20405.88
102058,-12,11288.82,26128.72
102058,-11,11206.94,26128.72
102058,-10,10013.23,26128.72
102058,-9,9786.16,26128.72
102058,-8,11043.74,26128.72
102058,-7,9646.28,26128.72
102058,-6,10796.37,26128.72
102058,-5,10157.1,26128.72
102058,-4,9871.79,26128.72
102058,-3,11025.34,26128.72
102058,-2,11007.83,26128.72
102058,-1,11002.05,26128.72
102936,-12,10056.96,22963.0
102936,-11,9885.37,22963.0
102936,-10,8534.77,22963.0
102936,-9,9433.58,22963.0
102936,-8,8891.2,22963.0
102936,-7,9073.76,22963.0
102936,-6,8984.53,22963.0
102936,-5,10205.01,22963.0
102936,-4,9029.2,22963.0
102936,-3,10146.33,22963.0
102936,-2,9995.09,22963.0
102936,-1,9166.91,22963.0
101503,-12,11745.53,30074.04
101503,-11,11352.79,30074.04
101503,-10,11020.92,30074.04
101503,-9,12135.15,30074.04
101503,-8,11513.36,30074.04
101503,-7,11525.26,30074.04
101503,-6,12881.62,30074.04
101503,-5,12425.98,30074.04
101503,-4,11542.05,30074.04
101503,-3,11842.4,30074.04
101503,-2,12934.35,30074.04
101503,-1,11927.47,30074.04
101871,-12,18203.57,45870.08
101871,-11,16823.85,45870.08
101871,-10,19813.16,45870.08
101871,-9,20375.6,45870.08
101871,-8,17975.75,45870.08
101871,-7,19033.69,45870.08
101871,-6,18629.89,45870.08
101871,-5,18650.28,45870.08
101871,-4,20128.24,45870.08
101871,-3,19706.53,45870.08
101871,-2,18734.37,45870.08
101871,-1,17530.68,45870.08
103346,-12,14736.28,39698.53
103346,-11,17051.96,39698.53
103346,-10,16609.32,39698.53
103346,-9,16152.55,39698.53
103346,-8,17519.01,39698.53
103346,-7,16758.72,39698.53
103346,-6,15678.54,39698.53
103346,-5,15133.05,39698.53
103346,-4,15463.39,39698.53
103346,-3,17461.88,39698.53
103346,-2,15809.59,39698.53
103346,-1,18346.34,39698.53
103276,-12,11811.59,32301.11
103276,-11,12894.89,32301.11
103276,-10,13268.64,32301.11
103276,-9,14199.85,32301.11
103276,-8,13984.35,32301.11
103276,-7,14158.65,32301.11
103276,-6,13808.02,32301.11
103276,-5,12077.98,32301.11
103276,-4,13427.49,32301.11
103276,-3,12536.74,32301.11
103276,-2,14875.34,32301.11
103276,-1,13889.53,32301.11
103055,-12,17592.44,42129.81
103055,-11,18604.55,42129.81
103055,-10,15339.36,42129.81
103055,-9,16375.43,42129.81
103055,-8,17588.14,42129.81
103055,-7,17325.24,42129.81
103055,-6,18426.6,42129.81
103055,-5,16921.08,42129.81
103055,-4,17458.72,42129.81
103055,-3,18300.85,42129.81
103055,-2,16949.96,42129.81
103055,-1,18276.68,42129.81
103850,-12,10427.07,24282.32
103850,-11,10182.19,24282.32
103850,-10,9168.44,24282.32
103850,-9,10582.39,24282.32
103850,-8,10241.09,24282.32
103850,-7,9406.08,24282.32
103850,-6,10106.92,24282.32
103850,-5,9943.11,24282.32
103850,-4,10459.76,24282.32
103850,-3,10684.08,24282.32
103850,-2,10156.51,24282.32
103850,-1,9492.43,24282.32
101595,-12,6601.05,16138.62
101595,-11,6809.75,16138.62
101595,-10,6488.85,16138.62
101595,-9,7078.07,16138.62
101595,-8,6030.62,16138.62
101595,-7,6692.28,16138.62
101595,-6,6490.06,16138.62
101595,-5,7277.87,16138.62
101595,-4,7382.03,16138.62
101595,-3,7061.01,16138.62
101595,-2,7283.93,16138.62
101595,-1,7409.19,16138.62
103309,-12,14325.25,35692.47
103309,-11,13804.77,35692.47
103309,-10,13879.03,35692.47
103309,-9,15845.74,35692.47
103309,-8,14093.69,35692.47
103309,-7,15665.88,35692.47
103309,-6,15442.87,35692.47
103309,-5,15862.22,35692.47
103309,-4,13772.87,35692.47
103309,-3,14884.83,35692.47
103309,-2,16086.02,35692.47
103309,-1,15586.34,35692.47
103273,-12,8005.27,20368.01
103273,-11,8458.55,20368.01
103273,-10,7949.49,20368.01
103273,-9,7593.76,20368.01
103273,-8,8817.51,20368.01
103273,-7,7666.1,20368.01
103273,-6,9111.2,20368.01
103273,-5,8683.48,20368.01
103273,-4,8007.53,20368.01
103273,-3,8789.64,20368.01
103273,-2,9174.85,20368.01
103273,-1,9357.1,20368.01
101443,-12,10727.25,26899.91
101443,-11,9870.88,26899.91
101443,-10,10514.19,26899.91
101443,-9,10903.38,26899.91
101443,-8,11398.47,26899.91
101443,-7,10311.86,26899.91
101443,-6,10898.73,26899.91
101443,-5,11663.57,26899.91
101443,-4,11910.59,26899.91
101443,-3,11030.56,26899.91
101443,-2,12072.31,26899.91
101443,-1,11006.72,26899.91
101215,-12,9782.39,26976.02
101215,-11,9797.66,26976.02
101215,-10,10976.53,26976.02
101215,-9,11876.98,26976.02
101215,-8,9918.14,26976.02
101215,-7,10277.08,26976.02
101215,-6,10915.52,26976.02
101215,-5,11916.2,26976.02
101215,-4,12078.24,26976.02
101215,-3,11871.73,26976.02
101215,-2,11425.04,26976.02
101215,-1,11717.89,26976.02
100411,-12,15131.74,36933.16
100411,-11,14592.0,36933.16
100411,-10,15556.22,36933.16
100411,-9,15170.46,36933.16
100411,-8,16567.27,36933.16
100411,-7,14017.42,36933.16
100411,-6,15684.74,36933.16
100411,-5,15114.16,36933.16
100411,-4,15325.72,36933.16
100411,-3,16190.71,36933.16
100411,-2,16541.48,36933.16
100411,-1,15031.65,36933.16
103184,-12,6634.62,17757.68
103184,-11,6759.57,17757.68
103184,-10,7233.07,17757.68
103184,-9,7243.04,17757.68
103184,-8,7154.83,17757.68
103184,-7,7716.66,17757.68
103184,-6,7261.94,17757.68
103184,-5,7399.78,17757.68
103184,-4,6718.32,17757.68
103184,-3,7680.5,17757.68
103184,-2,7189.63,17757.68
103184,-1,7985.57,17757.68
103383,-12,7429.84,16982.51
103383,-11,6704.43,16982.51
103383,-10,6336.82,16982.51
103383,-9,7176.53,16982.51
103383,-8,7077.72,16982.51
103383,-7,6569.02,16982.51
103383,-6,7338.49,16982.51
103383,-5,7445.12,16982.51
103383,-4,6671.05,16982.51
103383,-3,6875.74,16982.51
103383,-2,6427.43,16982.51
103383,-1,7745.61,16982.51
102434,-12,12936.96,34020.84
102434,-11,14675.67,34020.84
102434,-10,14593.87,34020.84
102434,-9,13304.47,34020.84
102434,-8,14525.01,34020.84
102434,-7,13845.67,34020.84
102434,-6,13955.14,34020.84
102434,-5,12915.71,34020.84
102434,-4,15511.68,34020.84
102434,-3,14683.72,34020.84
102434,-2,14174.07,34020.84
102434,-1,13408.28,34020.84
102157,-12,9605.57,25364.4
102157,-11,9738.35,25364.4
102157,-10,9992.27,25364.4
102157,-9,10778.26,25364.4
102157,-8,10392.98,25364.4
102157,-7,11060.29,25364.4
102157,-6,9643.42,25364.4
102157,-5,10205.78,25364.4
102157,-4,9638.09,25364.4
102157,-3,10981.22,25364.4
102157,-2,9898.02,25364.4
102157,-1,11278.49,25364.4
100919,-12,8492.02,21415.07
100919,-11,8485.7,21415.07
100919,-10,8910.14,21415.07
100919,-9,9324.37,21415.07
100919,-8,8713.65,21415.07
100919,-7,9526.93,21415.07
100919,-6,9155.62,21415.07
100919,-5,9418.08,21415.07
100919,-4,8434.5,21415.07
100919,-3,8102.93,21415.07
100919,-2,9722.21,21415.07
100919,-1,9540.81,21415.07
104879,-12,12047.6,31767.13
104879,-11,11502.13,31767.13
104879,-10,13483.84,31767.13
104879,-9,12185.01,31767.13
104879,-8,13692.02,31767.13
104879,-7,12223.31,31767.13
104879,-6,13325.22,31767.13
104879,-5,12298.41,31767.13
104879,-4,13179.71,31767.13
104879,-3,12402.78,31767.13
104879,-2,12755.93,31767.13
104879,-1,14599.34,31767.13
103114,-12,11119.56,26507.19
103114,-11,10910.91,26507.19
103114,-10,10278.85,26507.19
103114,-9,11760.07,26507.19
103114,-8,11499.06,26507.19
103114,-7,11539.43,26507.19
103114,-6,10205.06,26507.19
103114,-5,11731.07,26507.19
103114,-4,11155.35,26507.19
103114,-3,10023.76,26507.19
103114,-2,12033.29,26507.19
103114,-1,11500.11,26507.19
102462,-12,7221.41,17737.57
102462,-11,7450.86,17737.57
102462,-10,6712.27,17737.57
102462,-9,6835.38,17737.57
102462,-8,6897.47,17737.57
102462,-7,6745.3,17737.57
102462,-6,7213.07,17737.57
102462,-5,6935.27,17737.57
102462,-4,7900.03,17737.57
102462,-3,6911.89,17737.57
102462,-2,6836.37,17737.57
102462,-1,8206.28,17737.57
101358,-12,12643.28,33203.13
101358,-11,12189.6,33203.13
101358,-10,14189.62,33203.13
101358,-9,13818.12,33203.13
101358,-8,13107.0,33203.13
101358,-7,12512.47,33203.13
101358,-6,14166.44,33203.13
101358,-5,12736.45,33203.13
101358,-4,13329.88,33203.13
101358,-3,12559.66,33203.13
101358,-2,12894.16,33203.13
101358,-1,15229.97,33203.13
104728,-12,15856.3,43027.86
104728,-11,18566.22,43027.86
104728,-10,15920.67,43027.86
104728,-9,17100.54,43027.86
104728,-8,17172.31,43027.86
104728,-7,16334.19,43027.86
104728,-6,17440.81,43027.86
104728,-5,16165.85,43027.86
104728,-4,16910.55,43027.86
104728,-3,16867.8,43027.86
104728,-2,17325.03,43027.86
104728,-1,19082.8,43027.86
102917,-12,7368.1,18224.65
102917,-11,7553.14,18224.65
102917,-10,7396.68,18224.65
102917,-9,7956.57,18224.65
102917,-8,7283.88,18224.65
102917,-7,7226.7,18224.65
102917,-6,7522.64,18224.65
102917,-5,8267.04,18224.65
102917,-4,7807.08,18224.65
102917,-3,7703.07,18224.65
102917,-2,7516.53,18224.65
102917,-1,7757.07,18224.65
101530,-12,9474.04,23657.46
101530,-11,10243.72,23657.46
101530,-10,8678.4,23657.46
101530,-9,8949.9,23657.46
101530,-8,10375.26,23657.46
101530,-7,10580.38,23657.46
101530,-6,8804.39,23657.46
101530,-5,10534.7,23657.46
101530,-4,10506.99,23657.46
101530,-3,9871.15,23657.46
101530,-2,10674.25,23657.46
101530,-1,9024.49,23657.46
103026,-12,10774.07,26563.87
103026,-11,10282.94,26563.87
103026,-10,10824.57,26563.87
103026,-9,10470.48,26563.87
103026,-8,10899.98,26563.87
103026,-7,11191.47,26563.87
103026,-6,11421.28,26563.87
103026,-5,11586.92,26563.87
103026,-4,10492.3,26563.87
103026,-3,10827.74,26563.87
103026,-2,11166.4,26563.87
103026,-1,11541.4,26563.87
104119,-12,5077.57,13918.08
104119,-11,5343.89,13918.08
104119,-10,5186.84,13918.08
104119,-9,5803.19,13918.08
104119,-8,5733.62,13918.08
104119,-7,6197.1,13918.08
104119,-6,5412.47,13918.08
104119,-5,5246.46,13918.08
104119,-4,5338.11,13918.08
104119,-3,6379.85,13918.08
104119,-2,6326.34,13918.08
104119,-1,5632.58,13918.08
102514,-12,5966.83,14799.6
102514,-11,5392.81,14799.6
102514,-10,5411.76,14799.6
102514,-9,5609.09,14799.6
102514,-8,6081.34,14799.6
102514,-7,6630.24,14799.6
102514,-6,5798.47,14799.6
102514,-5,5847.9,14799.6
102514,-4,6322.91,14799.6
102514,-3,5652.47,14799.6
102514,-2,6378.84,14799.6
102514,-1,6163.27,14799.6
102660,-12,15724.0,36348.01
102660,-11,15755.7,36348.01
102660,-10,14423.31,36348.01
102660,-9,13291.28,36348.01
102660,-8,13601.77,36348.01
102660,-7,15350.54,36348.01
102660,-6,15384.64,36348.01
102660,-5,15785.62,36348.01
102660,-4,16496.93,36348.01
102660,-3,16675.66,36348.01
102660,-2,13817.28,36348.01
102660,-1,16575.99,36348.01
100191,-12,18678.7,43177.15
100191,-11,16013.02,43177.15
100191,-10,17504.04,43177.15
100191,-9,18909.35,43177.15
100191,-8,16454.6,43177.15
100191,-7,18891.88,43177.15
100191,-6,17397.45,43177.15
100191,-5,19640.94,43177.15
100191,-4,16796.66,43177.15
100191,-3,17997.37,43177.15
100191,-2,16847.73,43177.15
100191,-1,19416.23,43177.15
100096,-12,13922.14,34015.62
100096,-11,12782.27,34015.62
100096,-10,13479.43,34015.62
100096,-9,14051.45,34015.62
100096,-8,12912.91,34015.62
100096,-7,13664.28,34015.62
100096,-6,13000.1,34015.62
100096,-5,14875.45,34015.62
100096,-4,14347.1,34015.62
100096,-3,15041.35,34015.62
100096,-2,15317.7,34015.62
100096,-1,13804.68,34015.62
104994,-12,10368.7,23673.3
104994,-11,9523.2,23673.3
104994,-10,10147.99,23673.3
104994,-9,9034.26,23673.3
104994,-8,9376.49,23673.3
104994,-7,10351.57,23673.3
104994,-6,9203.4,23673.3
104994,-5,10280.88,23673.3
104994,-4,9542.35,23673.3
104994,-3,9640.8,23673.3
104994,-2,10085.38,23673.3
104994,-1,9160.38,23673.3
102935,-12,11932.06,28231.71
102935,-11,11229.75,28231.71
102935,-10,11462.04,28231.71
102935,-9,10411.74,28231.71
102935,-8,11378.38,28231.71
102935,-7,12369.52,28231.71
102935,-6,11980.58,28231.71
102935,-5,11063.05,28231.71
102935,-4,11320.3,28231.71
102935,-3,11229.57,28231.71
102935,-2,11777.19,28231.71
102935,-1,10908.95,28231.71
104340,-12,17899.99,43155.22
104340,-11,17263.15,43155.22
104340,-10,16249.23,43155.22
104340,-9,16988.72,43155.22
104340,-8,16005.16,43155.22
104340,-7,17386.39,43155.22
104340,-6,16292.02,43155.22
104340,-5,18328.69,43155.22
104340,-4,18901.21,43155.22
104340,-3,18681.71,43155.22
104340,-2,19032.24,43155.22
104340,-1,19214.86,43155.22
