ID_CLIENTE,DIAS_VENCIMIENTO,DIAS_PAGO_REAL,MONTO_CUOTA_MXN,MONTO_PAGADO_MXN
101361,-210,-213,1907.89,1907.89
101361,-240,-244,1370.55,1370.55
101361,-270,-261,1097.41,1097.41
101361,-300,-302,538.97,538.97
101361,-330,-333,2803.98,2803.98
101361,-360,-363,1364.35,1364.35
101361,-390,-388,1527.51,1527.51
101361,-420,-420,2485.39,2485.39
101362,-30,-33,1264.57,632.28
101362,-60,-62,2739.6,2739.6
101362,-90,-90,1720.61,860.3
101362,-120,-119,1311.2,1311.2
101362,-150,-149,2316.99,2316.99
101362,-180,-179,2974.82,2974.82
101362,-210,-200,938.74,938.74
101362,-240,-242,1419.25,1419.25
101363,-30,-29,998.85,998.85
101363,-60,-65,707.73,707.73
101363,-90,-92,1242.1,1242.1
101363,-120,-119,1934.43,1934.43
101363,-150,-152,2515.6,2515.6
101363,-180,-184,1276.26,1276.26
101363,-210,-212,1867.9,1867.9
101363,-240,-240,2197.82,2197.82
101363,-270,-272,2783.72,2783.72
101364,-30,-35,2612.48,1306.24
101364,-60,-46,1910.16,1910.16
101364,-90,-87,1363.18,1363.18
101364,-120,-121,2951.98,2951.98
101364,-150,-138,2735.8,2735.8
101364,-180,-166,1641.4,1641.4
101364,-210,-214,1869.11,1869.11
101364,-240,-245,1342.18,1342.18
101364,-270,-271,993.59,993.59
101364,-300,-290,2685.4,2685.4
101364,-330,-328,2595.67,2595.67
101364,-360,-349,714.26,357.13
101364,-390,-388,2480.27,1240.13
101365,-30,-27,2026.2,2026.2
101365,-60,-65,2464.81,2464.81
101365,-90,-89,2807.72,2807.72
101365,-120,-112,709.11,709.11
101365,-150,-146,2141.71,2141.71
101365,-180,-180,2891.89,2891.89
101365,-210,-200,1512.3,1512.3
101365,-240,-230,1223.47,1223.47
101365,-270,-267,1186.21,1186.21
101365,-300,-293,2324.99,2324.99
101365,-330,-324,2674.47,2674.47
101365,-360,-360,1760.14,1760.14
101365,-390,-377,2679.62,2679.62
101365,-420,-412,722.62,722.62
101365,-450,-451,802.7,802.7
101365,-480,-479,2630.79,2630.79
101365,-510,-510,2422.27,1211.14
101365,-540,-540,1655.33,1655.33
101365,-570,-562,509.13,254.56
101365,-600,-599,631.18,631.18
101365,-630,-629,1922.53,1922.53
101365,-660,-649,2941.59,2941.59
101366,-30,-34,2951.34,2951.34
101366,-60,-60,501.45,501.45
101366,-90,-86,2576.83,2576.83
101366,-120,-124,2999.75,2999.75
101366,-150,-153,2301.81,2301.81
101366,-180,-173,2412.13,2412.13
101366,-210,-214,2325.97,1162.98
101366,-240,-238,537.53,537.53
101366,-270,-262,2270.94,2270.94
101366,-300,-300,1443.35,1443.35
101366,-330,-324,783.31,783.31
101366,-360,-351,1514.4,1514.4
101366,-390,-380,1062.42,1062.42
101366,-420,-420,1800.5,1800.5
101366,-450,-440,2309.36,2309.36
101366,-480,-477,1140.75,1140.75
101366,-510,-501,1756.64,1756.64
101366,-540,-527,2442.82,2442.82
101366,-570,-571,1159.82,1159.82
101367,-30,-30,1049.07,1049.07
101367,-60,-48,1065.55,1065.55
101367,-90,-80,2398.54,2398.54
101367,-120,-106,2435.35,2435.35
101367,-150,-149,2410.48,2410.48
101367,-180,-174,1679.85,1679.85
101367,-210,-207,2049.43,2049.43
101367,-240,-243,2523.41,2523.41
101367,-270,-270,1445.89,1445.89
101368,-30,-35,1220.83,1220.83
101368,-60,-56,1101.73,1101.73
101368,-90,-94,2448.63,2448.63
101368,-120,-106,1252.85,1252.85
101368,-150,-154,1147.58,1147.58
101369,-30,-34,2395.68,2395.68
101369,-60,-65,694.43,694.43
101369,-90,-85,1779.39,1779.39
101369,-120,-124,2671.5,2671.5
101369,-150,-138,592.16,592.16
101369,-180,-180,985.14,985.14
101369,-210,-213,2274.71,2274.71
101369,-240,-240,828.14,828.14
101369,-270,-269,1511.9,755.95
101369,-300,-304,2340.29,2340.29
101370,-30,-21,984.63,984.63
101370,-60,-50,745.02,372.51
101370,-90,-95,1181.98,1181.98
101370,-120,-109,1561.81,1561.81
101370,-150,-136,2177.38,2177.38
101370,-180,-182,563.65,563.65
101370,-210,-199,2821.74,2821.74
101370,-240,-241,2577.62,2577.62
101370,-270,-273,744.52,744.52
101371,-30,-31,585.49,585.49
101371,-60,-46,2744.77,1372.38
101371,-90,-89,2603.52,1301.76
101371,-120,-108,2056.02,2056.02
101371,-150,-136,2561.73,2561.73
101371,-180,-178,1928.05,1928.05
101371,-210,-207,612.88,612.88
101371,-240,-244,1223.95,1223.95
101372,-30,-18,1752.11,1752.11
101372,-60,-51,2639.42,2639.42
101372,-90,-89,941.93,941.93
101372,-120,-119,2701.66,2701.66
101372,-150,-150,1777.73,888.87
101372,-180,-182,2676.86,2676.86
101372,-210,-205,2323.69,2323.69
101372,-240,-242,2339.85,2339.85
101372,-270,-267,1985.46,992.73
101372,-300,-298,1256.27,1256.27
101372,-330,-332,2508.06,2508.06
101372,-360,-363,1145.88,572.94
101373,-30,-31,1572.41,1572.41
101373,-60,-59,2151.7,1075.85
101373,-90,-91,2343.88,2343.88
101373,-120,-122,1991.68,995.84
101373,-150,-149,2057.15,1028.57
101373,-180,-185,2792.61,2792.61
101373,-210,-209,1731.45,1731.45
101373,-240,-240,1672.66,1672.66
101374,-30,-31,2206.01,2206.01
101374,-60,-46,1244.59,1244.59
101374,-90,-89,2693.69,2693.69
101374,-120,-120,1814.68,1814.68
101374,-150,-154,2437.55,2437.55
101374,-180,-168,1040.3,1040.3
101375,-30,-25,2376.61,2376.61
101375,-60,-47,1776.69,1776.69
101375,-90,-87,2797.38,2797.38
101375,-120,-119,1665.66,1665.66
101375,-150,-141,2864.47,2864.47
101375,-180,-174,551.58,551.58
101375,-210,-215,2334.19,2334.19
101375,-240,-234,889.07,889.07
101375,-270,-260,2946.41,2946.41
101375,-300,-300,808.44,404.22
101375,-330,-325,1717.28,1717.28
101375,-360,-357,837.98,837.98
101375,-390,-395,2262.54,2262.54
101375,-420,-420,847.57,847.57
101375,-450,-445,1331.94,1331.94
101375,-480,-482,2518.95,2518.95
101375,-510,-509,2354.25,2354.25
101375,-540,-534,1740.57,1740.57
101375,-570,-562,601.63,601.63
101375,-600,-600,796.25,796.25
101375,-630,-618,2114.76,2114.76
101375,-660,-650,1908.85,1908.85
101376,-30,-24,1495.32,1495.32
101376,-60,-50,2131.32,2131.32
101376,-90,-78,774.93,774.93
101376,-120,-114,2365.2,2365.2
101376,-150,-144,1389.52,1389.52
101376,-180,-169,2945.62,2945.62
101376,-210,-209,2266.84,2266.84
101376,-240,-242,911.31,911.31
101376,-270,-275,2605.7,2605.7
101376,-300,-290,528.95,528.95
101377,-30,-24,2277.47,2277.47
101377,-60,-51,1873.49,1873.49
101377,-90,-90,2864.4,1432.2
101377,-120,-122,1119.35,1119.35
101377,-150,-143,1892.36,1892.36
101377,-180,-179,1362.56,1362.56
101377,-210,-211,845.1,845.1
101377,-240,-226,2825.96,2825.96
101377,-270,-267,2834.28,2834.28
101377,-300,-299,2570.84,2570.84
101377,-330,-331,568.19,568.19
101378,-30,-30,1638.18,819.09
101378,-60,-61,643.48,643.48
101378,-90,-89,2021.57,2021.57
101378,-120,-125,2972.01,1486.0
101378,-150,-152,2539.11,2539.11
101378,-180,-184,1565.33,1565.33
101378,-210,-213,2299.12,2299.12
101378,-240,-245,645.71,645.71
101378,-270,-273,2682.83,2682.83
101378,-300,-303,1157.15,1157.15
101378,-330,-331,2417.71,2417.71
101378,-360,-359,1928.73,964.36
101378,-390,-393,2336.68,2336.68
101378,-420,-419,2063.44,2063.44
101378,-450,-450,2058.01,2058.01
101378,-480,-484,2709.49,2709.49
101378,-510,-514,2078.4,2078.4
101378,-540,-545,2486.94,2486.94
101379,-30,-35,895.97,895.97
101379,-60,-54,531.88,531.88
101379,-90,-86,2360.63,2360.63
101379,-120,-119,2205.11,2205.11
101379,-150,-146,1199.76,1199.76
101379,-180,-184,2409.65,2409.65
101379,-210,-205,842.23,842.23
101379,-240,-234,1595.39,1595.39
101379,-270,-258,931.52,931.52
101379,-300,-294,2917.89,2917.89
101379,-330,-334,2777.4,2777.4
101379,-360,-346,2031.13,2031.13
101379,-390,-383,2929.78,2929.78
101379,-420,-419,2878.68,2878.68
101379,-450,-444,796.42,796.42
101379,-480,-485,944.58,944.58
101379,-510,-510,2321.19,2321.19
101379,-540,-539,2040.36,2040.36
101379,-570,-566,1494.58,1494.58
101380,-30,-34,2823.17,2823.17
101380,-60,-48,1968.76,1968.76
101380,-90,-94,1362.65,1362.65
101380,-120,-116,963.03,963.03
101380,-150,-137,1664.04,1664.04
101380,-180,-177,2722.04,1361.02
101380,-210,-210,1150.61,1150.61
101380,-240,-241,1373.39,1373.39
101380,-270,-267,1423.22,1423.22
101380,-300,-287,2831.09,1415.54
101380,-330,-324,1782.32,1782.32
101380,-360,-360,2858.87,2858.87
101380,-390,-388,2486.43,2486.43
101380,-420,-419,1475.69,1475.69
101380,-450,-436,2632.15,2632.15
101380,-480,-485,1869.93,1869.93
101380,-510,-513,574.0,574.0
101380,-540,-533,1577.94,1577.94
101380,-570,-569,2898.57,2898.57
101380,-600,-590,2799.57,1399.78
101381,-30,-32,1171.39,1171.39
101381,-60,-65,1857.82,1857.82
101381,-90,-91,2422.56,2422.56
101381,-120,-123,2519.81,2519.81
101381,-150,-154,2003.07,2003.07
101381,-180,-184,1401.34,1401.34
101381,-210,-214,1504.85,1504.85
101381,-240,-240,1921.71,1921.71
101381,-270,-271,939.94,939.94
101381,-300,-300,2300.11,2300.11
101381,-330,-330,742.63,742.63
101381,-360,-364,1461.58,730.79
101382,-30,-33,992.36,992.36
101382,-60,-58,1367.68,1367.68
101382,-90,-95,1602.81,1602.81
101382,-120,-110,2106.5,2106.5
101382,-150,-146,1405.09,1405.09
101382,-180,-169,722.08,722.08
101382,-210,-197,814.21,814.21
101382,-240,-245,2041.93,1020.97
101382,-270,-267,1513.37,1513.37
101382,-300,-287,1254.88,1254.88
101382,-330,-318,1011.81,1011.81
101383,-30,-30,1291.47,1291.47
101383,-60,-57,866.85,866.85
101383,-90,-94,1823.24,911.62
101383,-120,-122,1510.7,1510.7
101383,-150,-145,2259.97,2259.97
101383,-180,-173,2786.39,2786.39
101383,-210,-208,671.75,671.75
101383,-240,-226,2540.04,2540.04
101383,-270,-264,2449.13,1224.56
101383,-300,-297,1645.05,1645.05
101383,-330,-317,2902.62,1451.31
101383,-360,-364,2776.81,2776.81
101383,-390,-390,1987.92,1987.92
101383,-420,-409,1338.47,1338.47
101384,-30,-32,2232.6,2232.6
101384,-60,-59,1320.26,1320.26
101384,-90,-89,727.34,727.34
101384,-120,-125,1465.48,1465.48
101384,-150,-149,1554.02,777.01
101384,-180,-180,1120.32,1120.32
101384,-210,-210,727.6,727.6
101384,-240,-240,2658.25,2658.25
101384,-270,-269,2946.17,2946.17
101384,-300,-300,2855.33,2855.33
101384,-330,-332,2686.76,2686.76
101384,-360,-360,1973.21,986.6
101384,-390,-393,2460.86,2460.86
101384,-420,-425,2860.42,2860.42
101384,-450,-454,716.24,358.12
101384,-480,-482,1185.12,1185.12
101384,-510,-513,2387.83,2387.83
101384,-540,-540,895.1,895.1
101384,-570,-571,874.38,874.38
101385,-30,-33,1906.11,1906.11
101385,-60,-62,1496.61,1496.61
101385,-90,-93,1650.08,1650.08
101385,-120,-123,1715.39,1715.39
101385,-150,-151,2436.87,2436.87
101385,-180,-180,602.45,301.23
101385,-210,-212,2767.64,2767.64
101385,-240,-245,1027.27,1027.27
101385,-270,-273,2619.53,2619.53
101385,-300,-299,1061.11,530.56
101385,-330,-333,1461.79,1461.79
101385,-360,-360,2988.17,2988.17
101385,-390,-394,2954.09,2954.09
101385,-420,-423,1460.41,1460.41
101385,-450,-453,866.94,866.94
101385,-480,-485,1927.4,1927.4
101385,-510,-510,1148.23,1148.23
101385,-540,-542,2556.27,2556.27
101385,-570,-570,846.22,423.11
101385,-600,-603,2546.18,2546.18
101385,-630,-635,514.74,514.74
101385,-660,-662,528.83,528.83
101385,-690,-694,2527.88,2527.88
101386,-30,-29,1075.99,1075.99
101386,-60,-59,2690.53,2690.53
101386,-90,-90,1601.49,1601.49
101386,-120,-121,597.25,597.25
101386,-150,-152,770.71,770.71
101386,-180,-179,592.92,592.92
101386,-210,-210,2605.76,2605.76
101387,-30,-32,2833.04,2833.04
101387,-60,-49,2929.41,2929.41
101387,-90,-95,2585.62,2585.62
101387,-120,-108,2528.53,2528.53
101387,-150,-153,661.13,661.13
101387,-180,-181,2715.84,2715.84
101387,-210,-209,2225.63,2225.63
101387,-240,-227,2419.56,2419.56
101387,-270,-269,1974.1,1974.1
101387,-300,-293,2567.95,2567.95
101387,-330,-327,1138.07,569.04
101387,-360,-360,2799.24,1399.62
101387,-390,-390,1598.54,1598.54
101387,-420,-425,2801.09,2801.09
101388,-30,-35,1614.04,1614.04
101388,-60,-63,2612.1,2612.1
101388,-90,-89,2094.81,2094.81
101388,-120,-122,1932.15,1932.15
101388,-150,-149,1994.01,1994.01
101388,-180,-185,1397.97,1397.97
101388,-210,-209,2849.1,2849.1
101388,-240,-240,2116.7,2116.7
101388,-270,-269,900.02,900.02
101388,-300,-304,1512.87,1512.87
101388,-330,-332,1477.02,738.51
101388,-360,-361,972.28,972.28
101388,-390,-393,802.15,802.15
101388,-420,-424,797.58,797.58
101388,-450,-450,1727.11,1727.11
101388,-480,-483,793.49,793.49
101388,-510,-510,2755.81,2755.81
101388,-540,-545,2030.21,2030.21
101388,-570,-573,1230.71,615.36
101388,-600,-605,2218.24,2218.24
101389,-30,-18,824.99,824.99
101389,-60,-59,1991.4,1991.4
101389,-90,-93,1911.05,1911.05
101389,-120,-108,812.66,812.66
101389,-150,-139,1415.46,1415.46
101389,-180,-177,1591.91,1591.91
101389,-210,-215,2224.87,2224.87
101389,-240,-239,2823.93,2823.93
101389,-270,-271,2435.26,2435.26
101389,-300,-302,2433.8,2433.8
101389,-330,-319,571.33,571.33
101389,-360,-363,1641.48,1641.48
101389,-390,-389,1851.2,1851.2
101389,-420,-412,2556.17,2556.17
101389,-450,-441,1872.17,936.09
101389,-480,-479,2019.81,2019.81
101389,-510,-509,2944.39,2944.39
101389,-540,-543,1379.94,1379.94
101389,-570,-574,2663.82,2663.82
101389,-600,-600,1307.37,1307.37
101390,-30,-31,2996.92,2996.92
101390,-60,-53,1838.37,1838.37
101390,-90,-91,1924.24,1924.24
101390,-120,-124,2613.22,2613.22
101390,-150,-152,2849.46,2849.46
101390,-180,-169,598.92,598.92
101390,-210,-211,1080.72,540.36
101390,-240,-241,1071.79,1071.79
101390,-270,-262,2367.5,2367.5
101390,-300,-287,1904.32,1904.32
101390,-330,-333,2731.33,2731.33
101390,-360,-359,603.62,603.62
101390,-390,-387,1923.54,1923.54
101390,-420,-422,1810.88,1810.88
101390,-450,-449,2668.25,2668.25
101390,-480,-482,2767.51,2767.51
101390,-510,-509,2170.84,2170.84
101390,-540,-534,1503.95,1503.95
101390,-570,-560,1188.55,1188.55
101390,-600,-590,1878.86,1878.86
101390,-630,-626,930.18,930.18
101390,-660,-651,2403.22,2403.22
101390,-690,-695,765.31,765.31
101391,-30,-29,2997.26,2997.26
101391,-60,-59,1551.47,1551.47
101391,-90,-90,651.65,651.65
101391,-120,-123,923.42,923.42
101391,-150,-150,2705.42,2705.42
101391,-180,-181,698.15,349.08
101391,-210,-213,2898.81,2898.81
101391,-240,-244,2711.59,2711.59
101391,-270,-271,2977.59,1488.79
101391,-300,-301,2075.6,2075.6
101391,-330,-332,2748.45,2748.45
101391,-360,-364,1416.75,1416.75
101391,-390,-393,1708.07,1708.07
101391,-420,-421,2571.7,2571.7
101391,-450,-455,2172.62,2172.62
101391,-480,-479,1115.42,1115.42
101391,-510,-514,772.78,772.78
101392,-30,-31,884.33,442.17
101392,-60,-60,1908.53,1908.53
101392,-90,-92,1782.65,1782.65
101392,-120,-119,575.75,575.75
101392,-150,-150,2222.6,2222.6
101392,-180,-180,1510.41,1510.41
101392,-210,-214,2682.23,2682.23
101392,-240,-244,1457.83,1457.83
101392,-270,-275,2567.95,2567.95
101392,-300,-300,1288.56,1288.56
101392,-330,-332,1964.09,982.04
101392,-360,-360,1161.98,1161.98
101393,-30,-35,2723.64,1361.82
101393,-60,-65,2142.19,2142.19
101393,-90,-89,2478.67,2478.67
101393,-120,-125,764.87,764.87
101393,-150,-150,1223.39,1223.39
101393,-180,-184,894.08,894.08
101393,-210,-213,892.3,892.3
101393,-240,-241,1088.66,1088.66
101393,-270,-272,2089.43,2089.43
101393,-300,-302,2461.74,2461.74
101393,-330,-330,1670.08,1670.08
101393,-360,-363,1783.43,891.71
101393,-390,-389,2313.52,2313.52
101393,-420,-424,2830.18,2830.18
101393,-450,-455,2044.98,2044.98
101393,-480,-479,2293.83,2293.83
101393,-510,-511,1735.37,1735.37
101393,-540,-539,610.25,610.25
101393,-570,-569,1174.94,1174.94
101393,-600,-602,2033.13,2033.13
101393,-630,-633,1593.18,1593.18
101393,-660,-664,1080.03,1080.03
101394,-30,-31,2468.84,1234.42
101394,-60,-59,2377.89,2377.89
101394,-90,-91,2251.95,2251.95
101394,-120,-120,504.8,504.8
101394,-150,-151,614.57,614.57
101394,-180,-185,2414.52,2414.52
101394,-210,-212,1315.62,1315.62
101394,-240,-239,1121.33,1121.33
101395,-30,-31,1738.25,1738.25
101395,-60,-59,955.0,955.0
101395,-90,-80,1670.43,835.22
101395,-120,-118,748.56,748.56
101395,-150,-149,2369.62,2369.62
101395,-180,-173,2427.3,2427.3
101395,-210,-215,755.72,755.72
101395,-240,-240,2095.14,2095.14
101395,-270,-266,725.07,725.07
101396,-30,-29,822.54,822.54
101396,-60,-62,726.23,726.23
101396,-90,-95,1952.12,976.06
101396,-120,-122,902.98,902.98
101396,-150,-151,1884.04,1884.04
101396,-180,-179,2973.98,2973.98
101397,-30,-19,2211.99,2211.99
101397,-60,-62,1299.31,649.66
101397,-90,-76,2908.64,2908.64
101397,-120,-121,910.53,910.53
101397,-150,-151,1053.52,1053.52
101397,-180,-185,2897.31,2897.31
101397,-210,-201,1690.4,1690.4
101397,-240,-235,2715.87,2715.87
101397,-270,-257,1537.27,1537.27
101397,-300,-305,2069.29,2069.29
101397,-330,-329,2967.84,2967.84
101397,-360,-353,942.77,942.77
101397,-390,-391,2871.0,2871.0
101397,-420,-416,1185.03,1185.03
101397,-450,-453,1341.9,1341.9
101397,-480,-485,1967.05,1967.05
101397,-510,-513,1146.04,1146.04
101397,-540,-534,591.8,591.8
101397,-570,-562,779.73,779.73
101397,-600,-601,2039.58,2039.58
101397,-630,-627,1147.89,1147.89
101398,-30,-16,2279.57,2279.57
101398,-60,-60,1903.28,1903.28
101398,-90,-77,2142.7,2142.7
101398,-120,-107,1834.22,1834.22
101398,-150,-148,2452.71,2452.71
101398,-180,-185,572.6,572.6
101398,-210,-207,2867.13,2867.13
101398,-240,-240,2151.59,2151.59
101398,-270,-275,2369.51,2369.51
101398,-300,-301,2374.12,2374.12
101398,-330,-329,2578.28,2578.28
101398,-360,-349,2523.92,2523.92
101398,-390,-390,1569.31,1569.31
101398,-420,-411,1271.72,1271.72
101398,-450,-442,2254.3,2254.3
101398,-480,-469,2225.62,2225.62
101399,-30,-19,1243.75,1243.75
101399,-60,-56,2115.26,1057.63
101399,-90,-89,863.64,863.64
101399,-120,-125,1672.08,1672.08
101399,-150,-148,1422.71,1422.71
101399,-180,-174,2613.96,2613.96
101399,-210,-215,2638.49,2638.49
101399,-240,-241,1041.95,1041.95
101399,-270,-270,1247.39,1247.39
101399,-300,-299,1255.44,1255.44
101399,-330,-335,2967.75,2967.75
101399,-360,-362,1170.92,1170.92
101399,-390,-395,1410.25,1410.25
101399,-420,-412,1807.2,1807.2
101399,-450,-443,1117.63,558.81
101399,-480,-468,2735.38,2735.38
101399,-510,-507,1521.22,1521.22
101399,-540,-535,2362.73,2362.73
101400,-30,-31,504.43,252.21
101400,-60,-61,2123.66,2123.66
101400,-90,-95,2297.91,2297.91
101400,-120,-125,1318.75,1318.75
101400,-150,-155,1073.77,1073.77
101400,-180,-180,2806.36,1403.18
101401,-30,-31,1935.67,1935.67
101401,-60,-59,658.86,658.86
101401,-90,-85,788.53,788.53
101401,-120,-116,623.64,623.64
101401,-150,-145,1864.48,932.24
101401,-180,-183,1513.51,1513.51
101401,-210,-202,2692.39,2692.39
101401,-240,-238,1838.52,1838.52
101402,-30,-34,2835.25,2835.25
101402,-60,-62,1116.28,1116.28
101402,-90,-93,2595.1,1297.55
101402,-120,-123,1601.13,1601.13
101402,-150,-150,870.47,870.47
101402,-180,-183,995.68,995.68
101402,-210,-209,2795.4,2795.4
101403,-30,-27,1944.93,1944.93
101403,-60,-46,1583.99,1583.99
101403,-90,-88,763.91,381.96
101403,-120,-125,2193.97,2193.97
101403,-150,-137,577.76,577.76
101403,-180,-178,1767.18,883.59
101403,-210,-213,2113.14,2113.14
101403,-240,-229,2345.54,2345.54
101403,-270,-256,2831.74,2831.74
101403,-300,-304,1203.2,1203.2
101403,-330,-333,762.27,762.27
101403,-360,-347,1682.07,1682.07
101403,-390,-392,868.33,868.33
101403,-420,-420,1423.09,1423.09
101403,-450,-443,722.88,722.88
101403,-480,-479,1231.2,1231.2
101403,-510,-496,2493.32,1246.66
101403,-540,-530,2404.83,2404.83
101403,-570,-567,2499.37,2499.37
101403,-600,-592,2895.98,2895.98
101403,-630,-628,1614.63,807.31
101403,-660,-653,541.5,541.5
101404,-30,-30,1073.11,1073.11
101404,-60,-51,1002.53,1002.53
101404,-90,-79,1303.83,1303.83
101404,-120,-111,1710.86,1710.86
101404,-150,-138,1060.87,530.44
101404,-180,-171,1079.48,1079.48
101404,-210,-197,1789.23,1789.23
101404,-240,-239,2580.76,2580.76
101404,-270,-275,1460.59,1460.59
101404,-300,-304,1107.29,1107.29
101404,-330,-332,2634.56,2634.56
101404,-360,-359,591.69,591.69
101404,-390,-379,2691.21,2691.21
101404,-420,-407,803.84,803.84
101404,-450,-438,988.88,988.88
101404,-480,-466,747.94,747.94
101404,-510,-511,1249.81,1249.81
101405,-30,-32,1991.62,995.81
101405,-60,-49,1494.91,1494.91
101405,-90,-81,1134.01,1134.01
101405,-120,-109,1140.7,1140.7
101405,-150,-147,2936.3,2936.3
101405,-180,-179,1387.16,1387.16
101405,-210,-210,2542.95,2542.95
101405,-240,-239,2523.15,2523.15
101406,-30,-22,842.7,842.7
101406,-60,-50,2532.35,2532.35
101406,-90,-84,1151.01,1151.01
101406,-120,-125,1831.41,1831.41
101406,-150,-142,1696.17,1696.17
101406,-180,-179,695.91,695.91
101406,-210,-212,1178.67,1178.67
101406,-240,-228,2376.05,2376.05
101407,-30,-35,2708.36,1354.18
101407,-60,-51,855.49,855.49
101407,-90,-84,2971.79,2971.79
101407,-120,-112,1798.61,1798.61
101407,-150,-154,972.42,972.42
101407,-180,-182,1307.84,1307.84
101407,-210,-197,2165.25,2165.25
101407,-240,-243,1819.64,1819.64
101407,-270,-261,1753.08,1753.08
101407,-300,-303,953.07,476.53
101407,-330,-327,1051.77,1051.77
101407,-360,-358,1810.87,1810.87
101407,-390,-391,627.39,627.39
101407,-420,-421,1820.58,1820.58
101407,-450,-450,2300.72,2300.72
101407,-480,-476,1077.73,1077.73
101408,-30,-33,2786.52,2786.52
101408,-60,-63,1231.49,615.75
101408,-90,-90,1332.56,1332.56
101408,-120,-123,2781.32,2781.32
101408,-150,-150,513.72,513.72
101408,-180,-184,541.63,541.63
101408,-210,-210,2991.41,2991.41
101408,-240,-244,1767.79,1767.79
101408,-270,-271,982.05,982.05
101409,-30,-25,2308.57,2308.57
101409,-60,-65,1821.96,1821.96
101409,-90,-82,1645.81,1645.81
101409,-120,-115,1103.89,1103.89
101409,-150,-151,2111.92,2111.92
101409,-180,-179,2460.96,2460.96
101409,-210,-202,1230.29,1230.29
101409,-240,-244,1875.59,1875.59
101409,-270,-269,1882.38,941.19
101409,-300,-294,956.68,956.68
101409,-330,-335,1868.66,1868.66
101409,-360,-350,1381.15,1381.15
101409,-390,-392,1768.21,1768.21
101409,-420,-424,1085.38,1085.38
101410,-30,-29,1056.26,1056.26
101410,-60,-61,1782.46,891.23
101410,-90,-92,935.3,935.3
101410,-120,-122,1627.96,813.98
101410,-150,-155,1773.99,1773.99
101410,-180,-179,2297.47,1148.74
101410,-210,-210,2665.05,2665.05
101410,-240,-243,2542.32,2542.32
101410,-270,-269,2104.29,2104.29
101410,-300,-301,1928.07,1928.07
101410,-330,-330,2600.89,2600.89
101410,-360,-363,852.91,852.91
101411,-30,-21,562.07,562.07
101411,-60,-60,2930.17,1465.09
101411,-90,-94,1351.07,1351.07
101411,-120,-114,1964.4,1964.4
101411,-150,-140,2999.34,2999.34
101411,-180,-179,758.52,758.52
101411,-210,-214,1657.53,1657.53
101411,-240,-234,2827.27,2827.27
101411,-270,-271,2570.0,2570.0
101411,-300,-303,1199.32,1199.32
101411,-330,-335,1839.56,1839.56
101411,-360,-364,528.15,528.15
101411,-390,-395,1275.16,1275.16
101411,-420,-420,2838.35,2838.35
101411,-450,-450,2346.41,2346.41
101411,-480,-475,1828.0,1828.0
101411,-510,-503,2264.28,1132.14
101411,-540,-540,1584.81,1584.81
101411,-570,-574,1658.85,1658.85
101412,-30,-30,1156.37,1156.37
101412,-60,-62,997.01,997.01
101412,-90,-91,2143.83,2143.83
101412,-120,-119,2794.5,2794.5
101412,-150,-155,2554.84,2554.84
101412,-180,-180,1236.5,1236.5
101412,-210,-211,880.44,880.44
101412,-240,-242,2563.02,2563.02
101412,-270,-270,2809.68,2809.68
101412,-300,-305,561.74,561.74
101412,-330,-335,2528.05,2528.05
101412,-360,-362,1975.11,1975.11
101412,-390,-390,1392.6,1392.6
101412,-420,-424,684.37,684.37
101412,-450,-449,2929.12,2929.12
101412,-480,-481,1550.42,1550.42
101412,-510,-512,2914.61,2914.61
101413,-30,-35,2925.51,2925.51
101413,-60,-60,2199.62,2199.62
101413,-90,-91,724.11,724.11
101413,-120,-124,2030.72,2030.72
101413,-150,-155,1115.0,1115.0
101413,-180,-182,787.02,787.02
101413,-210,-209,2394.45,2394.45
101413,-240,-242,1335.5,1335.5
101413,-270,-270,2739.72,2739.72
101413,-300,-299,575.3,575.3
101413,-330,-329,2325.48,2325.48
101413,-360,-365,695.79,695.79
101413,-390,-393,1694.92,847.46
101413,-420,-423,1846.83,1846.83
101413,-450,-453,1255.69,1255.69
101413,-480,-485,1473.75,1473.75
101413,-510,-510,1162.58,1162.58
101413,-540,-542,2295.23,2295.23
101413,-570,-574,2764.17,2764.17
101413,-600,-605,1498.98,1498.98
101414,-30,-30,772.67,772.67
101414,-60,-60,1908.89,954.45
101414,-90,-95,2452.93,2452.93
101414,-120,-124,1433.82,1433.82
101414,-150,-155,2690.9,2690.9
101414,-180,-181,1604.8,1604.8
101414,-210,-213,2310.98,2310.98
101414,-240,-240,1795.77,1795.77
101414,-270,-274,1472.64,1472.64
101414,-300,-301,710.48,710.48
101414,-330,-334,1703.0,1703.0
101414,-360,-361,2038.38,2038.38
101414,-390,-395,2053.0,2053.0
101414,-420,-424,1732.58,866.29
101414,-450,-452,2075.25,2075.25
101414,-480,-483,2862.77,2862.77
101415,-30,-31,2326.56,2326.56
101415,-60,-64,1242.2,1242.2
101415,-90,-84,2478.55,2478.55
101415,-120,-121,649.18,324.59
101415,-150,-148,2799.94,2799.94
101415,-180,-175,1043.0,1043.0
101415,-210,-206,1175.03,1175.03
101415,-240,-242,916.44,916.44
101415,-270,-270,607.05,607.05
101415,-300,-302,1091.56,1091.56
101415,-330,-322,2528.09,2528.09
101415,-360,-359,1436.84,1436.84
101415,-390,-393,1098.08,1098.08
