ID_CLIENTE,DIAS_DESDE_CREDITO,MONTO_DEUDA_ACTUAL_MXN,CREDITO_ACTIVO
101040.0,-62,14217.52,Activo
101041.0,-2958,223172.42,Activo
101042.0,-658,157193.82,Activo
101042.0,-2360,122323.38,Cerrado
101042.0,-264,236321.88,Cerrado
101043.0,-2720,285945.34,Cerrado
101044.0,-2961,220450.53,Activo
101044.0,-203,90049.84,Activo
101044.0,-195,260332.31,Cerrado
101045.0,-1047,100868.0,Cerrado
101045.0,-2443,127290.28,Activo
101045.0,-2246,167500.98,Cerrado
101046.0,-378,148909.97,Activo
101046.0,-2648,37565.64,Activo
101046.0,-869,223588.96,Cerrado
101047.0,-678,13814.01,Activo
101047.0,-956,1044.63,Cerrado
101047.0,-904,8909.83,Cerrado
101047.0,-583,7144.5,Activo
101048.0,-1865,138332.36,Activo
101048.0,-811,121957.0,Cerrado
101049.0,-1344,228790.53,Activo
101050.0,-392,6839.01,Activo
101050.0,-418,10445.05,Activo
101050.0,-785,11292.5,Activo
101050.0,-755,14506.9,Activo
101051.0,-1684,25926.81,Activo
101051.0,-1602,108641.37,Activo
101052.0,-585,14518.25,Cerrado
101052.0,-825,3263.81,Activo
101052.0,-310,11384.02,Cerrado
101052.0,-543,5898.06,Activo
101053.0,-2952,188393.0,Activo
101054.0,-521,6038.4,Cerrado
101054.0,-214,8320.36,Activo
101054.0,-687,1401.99,Activo
101054.0,-809,4668.19,Cerrado
101054.0,-594,7409.09,Activo
101054.0,-385,5496.0,Activo
101054.0,-652,9586.43,Activo
101055.0,-1966,28818.36,Cerrado
101055.0,-815,145404.81,Cerrado
101055.0,-555,175268.16,Cerrado
101056.0,-1173,53315.9,Activo
101057.0,-264,7367.25,Activo
101057.0,-567,13918.37,Cerrado
101057.0,-80,14009.94,Cerrado
101057.0,-96,9078.78,Cerrado
101057.0,-239,13413.72,Activo
101057.0,-808,2382.43,Activo
101057.0,-128,5718.46,Activo
101057.0,-349,4080.84,Cerrado
101058.0,-781,253270.5,Activo
101058.0,-1761,293691.06,Cerrado
101059.0,-979,10830.56,Activo
101059.0,-83,3872.84,Activo
101059.0,-922,1081.32,Cerrado
101059.0,-618,1298.1,Activo
101059.0,-468,1015.33,Cerrado
101060.0,-305,12979.91,Activo
101060.0,-480,12026.51,Cerrado
101060.0,-538,5005.07,Activo
101060.0,-616,8995.83,Cerrado
101061.0,-1198,180512.89,Activo
101062.0,-317,200334.99,Activo
101063.0,-667,9894.31,Activo
101063.0,-894,3597.33,Cerrado
101063.0,-182,1694.97,Activo
101063.0,-671,14127.71,Activo
101063.0,-449,7492.46,Activo
101063.0,-469,8920.24,Cerrado
101063.0,-819,11799.14,Activo
101063.0,-47,1318.09,Cerrado
101064.0,-784,14875.34,Cerrado
101064.0,-584,1136.96,Activo
101064.0,-675,8568.51,Activo
101064.0,-317,11159.88,Activo
101064.0,-696,8263.36,Activo
101064.0,-663,8104.4,Cerrado
101064.0,-774,9164.54,Cerrado
101064.0,-480,10669.43,Cerrado
101065.0,-360,14702.91,Cerrado
101065.0,-477,1082.93,Activo
101065.0,-554,2941.97,Activo
101065.0,-300,14452.3,Activo
101065.0,-518,7761.16,Activo
101065.0,-119,3863.84,Activo
101066.0,-547,39567.14,Activo
101067.0,-1767,261590.03,Activo
101067.0,-2332,207948.82,Activo
101067.0,-1321,85788.74,Cerrado
101068.0,-1200,289266.96,Activo
101068.0,-467,59753.69,Activo
101069.0,-1998,246944.38,Activo
101069.0,-2999,183146.17,Cerrado
101070.0,-779,85116.21,Activo
101070.0,-2073,246202.25,Cerrado
101070.0,-1611,55094.2,Cerrado
101071.0,-254,26708.12,Cerrado
101072.0,-968,4393.61,Activo
101072.0,-989,5405.11,Cerrado
101072.0,-901,6518.67,Activo
101072.0,-550,5106.76,Cerrado
101072.0,-824,9930.06,Activo
101072.0,-226,2531.71,Cerrado
101073.0,-901,7054.04,Activo
101073.0,-242,12130.01,Cerrado
101073.0,-51,9624.7,Activo
101073.0,-830,12903.46,Activo
101073.0,-835,12526.04,Activo
101073.0,-701,7093.37,Cerrado
101073.0,-767,7134.67,Activo
101073.0,-974,3715.61,Activo
101074.0,-698,13411.87,Activo
101074.0,-903,4438.14,Cerrado
101074.0,-444,12064.89,Activo
101074.0,-546,12149.01,Cerrado
101074.0,-274,5088.75,Cerrado
101075.0,-1655,124900.24,Activo
101076.0,-740,3520.63,Cerrado
101076.0,-673,6378.55,Cerrado
101076.0,-162,4089.74,Cerrado
101076.0,-251,6787.96,Activo
101077.0,-308,9516.57,Cerrado
101077.0,-68,1784.17,Activo
101077.0,-536,10044.37,Cerrado
101077.0,-756,7691.81,Cerrado
101077.0,-961,4869.31,Activo
101077.0,-591,8940.0,Activo
101077.0,-130,3003.92,Activo
101077.0,-546,13921.83,Cerrado
101078.0,-1154,94256.32,Activo
101079.0,-226,8040.35,Activo
101079.0,-691,8147.52,Activo
101079.0,-133,5119.78,Activo
101079.0,-924,1005.73,Cerrado
101080.0,-2920,123937.55,Activo
101080.0,-2321,183563.69,Activo
101080.0,-903,76111.8,Cerrado
101081.0,-189,9918.96,Cerrado
101081.0,-431,2164.01,Cerrado
101081.0,-49,14288.1,Activo
101081.0,-197,10723.48,Activo
101081.0,-803,5192.55,Cerrado
101082.0,-1127,79451.79,Cerrado
101082.0,-1904,140586.8,Cerrado
101083.0,-48,9339.13,Cerrado
101083.0,-364,11172.33,Activo
101083.0,-554,7919.04,Activo
101083.0,-972,8646.3,Cerrado
101083.0,-966,8041.19,Activo
101083.0,-349,4439.23,Cerrado
101083.0,-160,7346.58,Activo
101083.0,-158,14261.61,Cerrado
101084.0,-814,81679.53,Activo
101085.0,-2850,89932.57,Activo
101085.0,-1960,172204.76,Activo
101085.0,-2774,144930.04,Activo
101086.0,-871,7470.92,Activo
101086.0,-759,5546.32,Cerrado
101086.0,-107,10641.3,Cerrado
101086.0,-908,7115.23,Cerrado
101086.0,-250,4318.8,Cerrado
101086.0,-161,4025.68,Cerrado
101086.0,-847,12394.16,Activo
101087.0,-889,13905.96,Activo
101087.0,-990,3422.87,Activo
101087.0,-724,7389.52,Cerrado
101087.0,-703,8898.21,Activo
101087.0,-630,6080.67,Cerrado
101088.0,-142,10660.66,Activo
101088.0,-80,13293.94,Activo
101088.0,-903,9853.61,Activo
101088.0,-901,5592.48,Cerrado
101088.0,-278,13759.12,Activo
101088.0,-216,8945.11,Activo
101088.0,-425,13262.92,Cerrado
101088.0,-903,7273.3,Activo
101089.0,-2121,244431.85,Activo
101089.0,-850,20816.8,Activo
101089.0,-748,52055.11,Cerrado
101090.0,-618,12686.05,Cerrado
101090.0,-791,11621.12,Cerrado
101090.0,-763,12713.99,Activo
101090.0,-65,5618.67,Activo
101090.0,-816,8996.65,Activo
101090.0,-723,9705.04,Cerrado
101090.0,-189,8291.9,Activo
101090.0,-114,12708.35,Cerrado
101091.0,-664,294655.92,Activo
101092.0,-2305,99346.7,Activo
101092.0,-2026,146078.96,Cerrado
101093.0,-245,9926.84,Activo
101093.0,-688,1643.25,Activo
101093.0,-648,7673.45,Activo
101093.0,-796,11294.0,Activo
101093.0,-827,6916.8,Activo
101093.0,-688,9191.13,Activo
101093.0,-961,7188.47,Activo
101093.0,-112,14496.09,Activo
101094.0,-1655,298294.67,Activo
101094.0,-349,263667.56,Activo
101094.0,-2403,132375.22,Cerrado
101095.0,-825,95030.52,Activo
101096.0,-203,9230.28,Cerrado
101096.0,-374,1783.61,Activo
101096.0,-17,9988.89,Activo
101096.0,-334,14422.86,Activo
101097.0,-1074,193952.38,Activo
101097.0,-621,44987.44,Activo
101098.0,-2135,211027.85,Activo
101098.0,-2052,176783.53,Cerrado
101098.0,-2561,158886.72,Activo
101099.0,-372,11865.11,Activo
101099.0,-603,2540.75,Activo
101099.0,-983,7938.45,Activo
101099.0,-274,11252.4,Cerrado
101099.0,-304,8377.79,Activo
101099.0,-297,1284.8,Cerrado
101099.0,-622,11454.91,Cerrado
101100.0,-455,11548.29,Activo
101100.0,-588,10778.16,Cerrado
101100.0,-561,14299.52,Activo
101100.0,-77,4814.42,Activo
101100.0,-320,12746.28,Activo
101100.0,-839,9773.17,Activo
101100.0,-150,2538.89,Activo
101100.0,-306,11746.78,Activo
101101.0,-193,5183.28,Cerrado
101101.0,-305,3463.86,Activo
101101.0,-80,13551.72,Cerrado
101101.0,-135,4341.58,Activo
101102.0,-857,8974.9,Activo
101102.0,-447,6600.17,Activo
101102.0,-280,1397.38,Activo
101102.0,-706,6065.99,Activo
101102.0,-497,6601.38,Activo
101102.0,-799,2174.16,Activo
101102.0,-966,11119.46,Cerrado
101102.0,-162,8654.18,Cerrado
101103.0,-2869,188340.15,Cerrado
101103.0,-278,286843.77,Activo
101103.0,-2984,156414.68,Cerrado
101104.0,-648,9433.71,Cerrado
101104.0,-725,8709.03,Cerrado
101104.0,-912,11090.05,Cerrado
101104.0,-485,6484.04,Cerrado
101104.0,-801,12090.14,Cerrado
101104.0,-499,11417.53,Activo
101105.0,-2557,284925.57,Activo
101106.0,-965,13088.92,Activo
101106.0,-378,2814.84,Activo
101106.0,-725,14728.68,Activo
101106.0,-134,2604.11,Activo
101106.0,-857,8451.82,Cerrado
101106.0,-836,8108.73,Activo
101107.0,-1441,220342.41,Activo
101107.0,-2330,42698.12,Activo
101107.0,-2345,81914.08,Cerrado
101108.0,-87,6216.4,Activo
101108.0,-696,1558.65,Activo
101108.0,-583,12800.71,Activo
101108.0,-195,9788.49,Activo
101108.0,-381,14525.68,Activo
101108.0,-164,7783.87,Activo
101109.0,-1694,191032.28,Cerrado
101109.0,-2977,268360.86,Activo
101109.0,-770,115849.81,Activo
101110.0,-2484,214182.57,Activo
101110.0,-1137,102370.14,Cerrado
101111.0,-1345,217283.31,Activo
101112.0,-2566,134525.88,Cerrado
101113.0,-286,26769.48,Cerrado
101113.0,-2879,136522.73,Cerrado
101113.0,-1707,221308.0,Activo
101114.0,-125,3190.25,Cerrado
101114.0,-244,2129.98,Activo
101114.0,-547,3150.38,Activo
101114.0,-484,10891.96,Cerrado
101115.0,-63,13880.17,Activo
101115.0,-872,8039.87,Activo
101115.0,-640,2712.12,Activo
101115.0,-450,12317.3,Cerrado
101115.0,-250,12529.28,Cerrado
101115.0,-195,13691.06,Cerrado
101116.0,-574,13495.57,Activo
101116.0,-120,11147.01,Activo
101116.0,-400,9487.0,Cerrado
101116.0,-786,2151.33,Activo
101116.0,-985,2548.02,Cerrado
101116.0,-349,4057.28,Activo
101116.0,-925,8190.76,Activo
101116.0,-403,9995.62,Activo
101117.0,-1326,122059.56,Activo
101118.0,-1330,235300.07,Activo
101118.0,-2142,40227.79,Cerrado
101118.0,-2203,39362.67,Activo
101119.0,-669,2763.78,Cerrado
101119.0,-54,3014.92,Activo
101119.0,-440,10360.12,Activo
101119.0,-929,1717.73,Activo
101119.0,-390,4206.41,Cerrado
101119.0,-963,11560.11,Cerrado
101120.0,-217,2547.72,Activo
101120.0,-232,13015.08,Activo
101120.0,-75,5869.69,Activo
101120.0,-187,11073.96,Cerrado
101120.0,-929,12100.62,Activo
101120.0,-635,1532.97,Activo
101121.0,-1966,219551.63,Activo
101121.0,-845,258040.4,Cerrado
101121.0,-2553,165579.81,Activo
101122.0,-420,11266.8,Activo
101122.0,-685,10621.16,Cerrado
101122.0,-94,7565.9,Activo
101122.0,-89,10393.48,Cerrado
101123.0,-184,9985.69,Cerrado
101123.0,-929,7712.09,Activo
101123.0,-641,12888.76,Cerrado
101123.0,-316,11399.19,Activo
101123.0,-932,9913.01,Activo
101123.0,-540,12161.29,Activo
101123.0,-562,3479.86,Cerrado
101123.0,-541,3565.0,Activo
101124.0,-158,5998.81,Cerrado
101124.0,-885,9120.93,Cerrado
101124.0,-309,9675.56,Cerrado
101124.0,-362,6394.65,Activo
101125.0,-1506,37891.84,Activo
101125.0,-1556,221258.94,Activo
101126.0,-488,7009.82,Cerrado
101126.0,-859,5749.81,Cerrado
101126.0,-644,8029.86,Cerrado
101126.0,-921,7830.32,Cerrado
101126.0,-176,14795.68,Cerrado
101127.0,-1333,268168.54,Activo
101128.0,-2110,58758.35,Activo
101128.0,-1008,290708.27,Activo
101129.0,-1438,152947.54,Activo
101129.0,-468,262376.6,Cerrado
101129.0,-2068,168896.17,Cerrado
101130.0,-1973,179164.38,Activo
101130.0,-1367,46925.93,Activo
101130.0,-807,181679.52,Activo
101131.0,-1308,242412.78,Activo
101131.0,-2487,228628.85,Activo
101131.0,-2755,46045.59,Activo
101132.0,-2249,166113.8,Cerrado
101133.0,-857,7747.14,Cerrado
101133.0,-266,12002.01,Activo
101133.0,-656,11726.77,Cerrado
101133.0,-728,9341.96,Activo
101133.0,-833,10268.3,Cerrado
101133.0,-941,8839.82,Activo
101133.0,-68,3506.84,Cerrado
101134.0,-2933,138014.8,Activo
101134.0,-2508,160223.24,Activo
101134.0,-2213,145956.29,Activo
101135.0,-2516,100521.23,Cerrado
101136.0,-281,12223.94,Cerrado
101136.0,-826,13376.07,Activo
101136.0,-745,9313.49,Cerrado
101136.0,-946,11014.47,Activo
101136.0,-851,4161.37,Activo
101136.0,-313,2116.56,Activo
101136.0,-120,13259.74,Cerrado
101137.0,-595,13284.03,Cerrado
101137.0,-196,13974.17,Activo
101137.0,-118,7795.61,Activo
101137.0,-889,2869.68,Cerrado
101137.0,-348,11337.12,Cerrado
101137.0,-570,10188.38,Cerrado
101138.0,-2537,101214.16,Cerrado
101138.0,-2479,176343.16,Activo
101138.0,-1051,252038.32,Cerrado
101139.0,-909,67806.82,Cerrado
101139.0,-1939,183984.81,Activo
101139.0,-663,172910.14,Cerrado
101140.0,-211,1173.88,Activo
101140.0,-672,1092.79,Activo
101140.0,-952,14516.86,Cerrado
101140.0,-226,8303.78,Activo
101140.0,-268,8529.47,Cerrado
101140.0,-774,9626.33,Cerrado
101141.0,-665,4943.8,Activo
101141.0,-325,14460.26,Activo
101141.0,-416,10107.24,Cerrado
101141.0,-652,13870.26,Activo
101141.0,-320,3687.18,Cerrado
101141.0,-435,6628.31,Cerrado
101141.0,-462,9306.24,Cerrado
101142.0,-893,8228.36,Activo
101142.0,-742,7226.39,Activo
101142.0,-696,7950.99,Activo
101142.0,-145,6095.0,Activo
101142.0,-687,5219.89,Activo
101142.0,-624,6912.16,Activo
101142.0,-221,13586.96,Activo
101143.0,-648,252023.37,Cerrado
101143.0,-2196,70078.2,Activo
101143.0,-2876,154843.74,Activo
101144.0,-1833,177504.37,Cerrado
101144.0,-697,291610.1,Activo
101144.0,-2543,140482.88,Activo
101145.0,-253,3431.99,Activo
101145.0,-446,2576.32,Cerrado
101145.0,-987,13791.33,Activo
101145.0,-523,1041.22,Cerrado
101145.0,-205,13943.53,Cerrado
101145.0,-606,1061.83,Activo
101145.0,-436,10623.4,Cerrado
101146.0,-641,233885.11,Activo
101147.0,-334,281748.48,Activo
101147.0,-1738,131219.36,Activo
101147.0,-1277,80115.71,Cerrado
101148.0,-679,2296.01,Activo
101148.0,-425,9221.24,Activo
101148.0,-544,7116.47,Activo
101148.0,-441,11090.4,Cerrado
101148.0,-791,8252.74,Activo
101149.0,-2812,118052.05,Cerrado
101150.0,-135,23324.55,Activo
101150.0,-2232,119827.31,Activo
101150.0,-1504,137024.9,Cerrado
101151.0,-499,2812.11,Cerrado
101151.0,-553,9110.18,Cerrado
101151.0,-62,2710.9,Cerrado
101151.0,-585,3299.43,Activo
101151.0,-65,7702.49,Activo
101151.0,-979,7287.18,Cerrado
101151.0,-473,8588.38,Cerrado
101152.0,-1854,208292.12,Cerrado
101152.0,-1961,229216.0,Cerrado
101152.0,-1567,275572.0,Activo
101153.0,-824,250647.59,Activo
101153.0,-328,196794.71,Activo
101153.0,-2687,158266.44,Activo
101154.0,-903,1895.52,Activo
101154.0,-966,10084.37,Cerrado
101154.0,-606,10419.62,Cerrado
101154.0,-168,10071.59,Activo
101154.0,-891,13197.43,Cerrado
101154.0,-610,12914.48,Activo
101154.0,-444,14980.16,Cerrado
101154.0,-650,9838.96,Cerrado
101155.0,-585,14671.67,Activo
101155.0,-461,10295.36,Activo
101155.0,-875,13376.05,Cerrado
101155.0,-138,1669.11,Activo
101155.0,-199,1297.7,Activo
101155.0,-659,6459.75,Cerrado
101155.0,-220,1977.48,Cerrado
101155.0,-511,2224.45,Activo
101156.0,-1459,64275.19,Cerrado
101156.0,-357,232555.91,Cerrado
101156.0,-462,283618.06,Activo
101157.0,-1361,98865.98,Cerrado
101157.0,-2262,55161.67,Cerrado
101157.0,-1932,241253.39,Activo
101158.0,-679,1194.35,Activo
101158.0,-408,3675.91,Cerrado
101158.0,-699,9374.17,Cerrado
101158.0,-666,4996.54,Activo
101158.0,-719,1020.96,Cerrado
101159.0,-735,6933.59,Cerrado
101159.0,-579,4850.74,Activo
101159.0,-397,7357.88,Cerrado
101159.0,-612,9066.91,Cerrado
101159.0,-932,1951.99,Cerrado
101159.0,-826,4363.76,Cerrado
101159.0,-70,4889.93,Cerrado
101160.0,-350,3428.73,Cerrado
101160.0,-23,11635.83,Cerrado
101160.0,-149,2135.38,Cerrado
101160.0,-80,4018.03,Cerrado
101160.0,-915,13719.33,Cerrado
101160.0,-274,7958.2,Activo
101160.0,-314,8495.87,Activo
101161.0,-897,11167.33,Activo
101161.0,-497,12801.56,Activo
101161.0,-323,13980.52,Cerrado
101161.0,-488,11749.68,Activo
101161.0,-653,8500.48,Cerrado
101161.0,-629,7564.62,Cerrado
101162.0,-915,7608.92,Activo
101162.0,-97,9675.08,Activo
101162.0,-539,2505.4,Cerrado
101162.0,-866,9032.35,Cerrado
101162.0,-456,3865.5,Cerrado
101162.0,-347,4741.97,Activo
101163.0,-48,13173.65,Activo
101163.0,-918,2726.03,Activo
101163.0,-287,9698.09,Cerrado
101163.0,-477,11059.19,Activo
101164.0,-902,285579.33,Activo
101165.0,-58,13965.08,Activo
101165.0,-744,5873.98,Activo
101165.0,-641,12891.42,Cerrado
101165.0,-894,2705.83,Activo
101165.0,-453,10859.85,Activo
101165.0,-124,10933.64,Activo
101166.0,-932,13671.06,Cerrado
101166.0,-355,11833.07,Activo
101166.0,-744,8685.0,Activo
101166.0,-347,2568.37,Cerrado
101166.0,-100,14394.72,Cerrado
101167.0,-1585,124751.9,Cerrado
101167.0,-355,213058.55,Cerrado
101168.0,-13,4030.44,Activo
101168.0,-640,3914.15,Activo
101168.0,-274,12076.13,Cerrado
101168.0,-723,12422.68,Cerrado
101168.0,-520,6600.59,Activo
101168.0,-463,3282.29,Activo
101168.0,-886,5997.7,Cerrado
101168.0,-93,1221.9,Activo
101169.0,-2315,256164.39,Cerrado
101169.0,-2697,204175.75,Activo
101170.0,-1778,54659.9,Activo
101171.0,-262,201545.15,Activo
101172.0,-940,11039.6,Cerrado
101172.0,-256,7758.84,Activo
101172.0,-785,7766.37,Activo
101172.0,-727,4972.58,Cerrado
101172.0,-495,13601.34,Cerrado
101173.0,-349,6461.33,Activo
101173.0,-591,8480.4,Activo
101173.0,-334,10532.68,Activo
101173.0,-411,11642.73,Activo
101173.0,-257,8008.67,Activo
101173.0,-396,7502.74,Activo
101173.0,-592,14394.4,Activo
101174.0,-435,8513.79,Activo
101174.0,-197,6973.26,Cerrado
101174.0,-852,12687.22,Activo
101174.0,-300,11879.99,Activo
101174.0,-750,3309.75,Activo
101174.0,-107,6494.79,Cerrado
101175.0,-225,11895.84,Activo
101175.0,-427,11850.25,Cerrado
101175.0,-305,14925.19,Activo
101175.0,-666,14836.95,Activo
101175.0,-569,2541.33,Cerrado
101176.0,-706,10420.84,Cerrado
101176.0,-858,12413.61,Activo
101176.0,-114,9929.98,Activo
101176.0,-37,8685.37,Cerrado
101176.0,-662,2037.64,Activo
101176.0,-142,13035.4,Cerrado
101176.0,-523,7226.87,Activo
101177.0,-2100,23361.52,Activo
101177.0,-1876,242573.19,Activo
101178.0,-2802,214401.75,Cerrado
101178.0,-2513,66427.84,Activo
101178.0,-1885,67606.84,Cerrado
101179.0,-231,9604.82,Cerrado
101179.0,-843,14906.66,Activo
101179.0,-173,3173.14,Activo
101179.0,-799,2120.47,Cerrado
101180.0,-2927,284855.96,Cerrado
101180.0,-169,198146.47,Cerrado
101180.0,-820,71859.37,Activo
101181.0,-802,9433.84,Activo
101181.0,-787,7314.25,Cerrado
101181.0,-439,5255.37,Activo
101181.0,-155,8815.21,Activo
101181.0,-885,1342.66,Cerrado
101181.0,-94,12139.13,Activo
101181.0,-965,9598.27,Activo
101181.0,-785,12209.94,Activo
101182.0,-628,1296.12,Cerrado
101182.0,-407,13462.45,Activo
101182.0,-993,4015.85,Activo
101182.0,-83,10349.17,Activo
101182.0,-489,14227.68,Cerrado
101182.0,-843,7962.03,Cerrado
101183.0,-533,8791.94,Activo
101183.0,-396,2294.84,Activo
101183.0,-965,11050.17,Activo
101183.0,-498,10207.24,Cerrado
101183.0,-15,5474.33,Cerrado
101184.0,-314,13710.72,Activo
101184.0,-818,11149.13,Cerrado
101184.0,-511,2599.61,Activo
101184.0,-513,11729.94,Cerrado
101185.0,-2202,113413.38,Cerrado
101185.0,-1689,35770.1,Activo
101186.0,-209,8767.79,Activo
101186.0,-610,10566.72,Activo
101186.0,-57,7207.9,Activo
101186.0,-636,8842.77,Cerrado
101186.0,-59,1704.46,Activo
101187.0,-2882,36883.97,Activo
101188.0,-125,1222.21,Activo
101188.0,-844,9480.75,Activo
101188.0,-197,4772.07,Cerrado
101188.0,-202,4409.58,Cerrado
101188.0,-836,6939.34,Cerrado
101189.0,-1764,115110.79,Cerrado
101190.0,-14,10656.78,Activo
101190.0,-218,14576.0,Activo
101190.0,-762,12085.83,Activo
101190.0,-736,3557.03,Activo
101190.0,-632,5007.34,Cerrado
101190.0,-707,9802.72,Activo
101190.0,-931,5033.3,Activo
101191.0,-908,272919.52,Activo
101192.0,-604,3704.17,Cerrado
101192.0,-501,10725.13,Activo
101192.0,-180,12021.74,Activo
101192.0,-667,2462.22,Activo
101192.0,-490,8571.94,Activo
101192.0,-999,11512.16,Cerrado
101193.0,-664,2243.72,Cerrado
101193.0,-63,13814.65,Activo
101193.0,-856,2650.3,Activo
101193.0,-606,2702.16,Activo
101193.0,-64,13727.7,Activo
101193.0,-435,7500.23,Activo
101193.0,-71,9529.7,Cerrado
101194.0,-2541,138462.97,Cerrado
101194.0,-780,210157.57,Activo
101195.0,-1169,248484.1,Cerrado
101196.0,-349,10995.3,Activo
101196.0,-38,6468.68,Activo
101196.0,-530,8437.7,Cerrado
101196.0,-393,14612.28,Cerrado
101197.0,-2020,114494.83,Activo
101197.0,-2372,254047.97,Cerrado
101197.0,-1094,64541.34,Activo
101198.0,-915,11342.2,Cerrado
101198.0,-537,5020.12,Activo
101198.0,-354,14377.24,Activo
101198.0,-604,3748.02,Cerrado
101198.0,-639,11918.49,Activo
101199.0,-131,10607.25,Activo
101199.0,-408,13690.24,Cerrado
101199.0,-77,5464.01,Activo
101199.0,-612,8205.86,Activo
101199.0,-298,10612.33,Cerrado
101199.0,-738,10498.32,Activo
101199.0,-556,5194.83,Cerrado
101199.0,-700,1810.73,Cerrado
101200.0,-387,13910.96,Activo
101200.0,-589,13874.0,Activo
101200.0,-713,8462.4,Cerrado
101200.0,-939,5433.16,Cerrado
101200.0,-309,6274.39,Activo
101200.0,-573,3134.12,Cerrado
101200.0,-562,2144.14,Cerrado
101200.0,-722,1386.16,Activo
101201.0,-1651,165737.27,Activo
101202.0,-314,11532.69,Cerrado
101202.0,-169,5359.27,Cerrado
101202.0,-134,10013.25,Activo
101202.0,-962,13658.11,Cerrado
101202.0,-148,7034.09,Activo
101202.0,-844,6077.18,Cerrado
101202.0,-325,10410.34,Cerrado
101202.0,-550,7808.55,Activo
101203.0,-582,14441.83,Activo
101203.0,-965,2334.16,Activo
101203.0,-257,14807.87,Activo
101203.0,-923,12833.02,Cerrado
101204.0,-469,4209.61,Cerrado
101204.0,-961,11398.2,Cerrado
101204.0,-697,6078.0,Cerrado
101204.0,-452,7313.4,Activo
101205.0,-481,266100.41,Activo
101206.0,-800,4400.45,Activo
101206.0,-857,13257.92,Activo
101206.0,-267,7922.44,Activo
101206.0,-63,7551.47,Activo
101206.0,-935,4769.31,Activo
101206.0,-393,13409.96,Activo
101206.0,-530,4631.62,Activo
101207.0,-1346,63754.95,Activo
101208.0,-2124,271690.84,Activo
101208.0,-489,173159.87,Cerrado
101208.0,-2032,116776.44,Activo
101209.0,-607,2184.08,Activo
101209.0,-486,10654.79,Cerrado
101209.0,-333,2270.94,Cerrado
101209.0,-75,2420.01,Activo
101210.0,-891,230539.81,Cerrado
101211.0,-2962,247673.66,Activo
101211.0,-2101,47019.96,Activo
101212.0,-337,6348.73,Cerrado
101212.0,-794,6419.71,Activo
101212.0,-418,7052.19,Activo
101212.0,-593,10419.34,Activo
101212.0,-765,4224.68,Activo
101212.0,-712,14771.99,Cerrado
101212.0,-700,4325.1,Activo
101213.0,-128,4088.54,Activo
101213.0,-169,4565.77,Activo
101213.0,-716,6954.47,Cerrado
101213.0,-159,2120.07,Cerrado
101214.0,-178,12800.61,Cerrado
101214.0,-144,6210.54,Cerrado
101214.0,-995,3941.88,Cerrado
101214.0,-783,13540.16,Activo
101214.0,-187,10469.74,Cerrado
101214.0,-722,8145.01,Activo
101214.0,-212,12527.27,Activo
101214.0,-45,8645.42,Cerrado
101215.0,-2923,92447.48,Activo
101215.0,-2800,107599.79,Cerrado
101216.0,-1261,96492.84,Activo
101216.0,-1657,176927.33,Activo
101217.0,-1646,21276.65,Cerrado
101217.0,-2407,101549.29,Activo
101217.0,-1101,125809.79,Activo
101218.0,-1633,243433.55,Cerrado
101218.0,-2152,41329.26,Activo
101219.0,-1331,182615.69,Activo
101219.0,-2162,118864.75,Cerrado
101220.0,-234,14403.57,Activo
101220.0,-840,9468.42,Activo
101220.0,-252,8246.43,Cerrado
101220.0,-864,1422.18,Activo
101220.0,-98,11184.07,Activo
101221.0,-639,1258.75,Cerrado
101221.0,-562,11390.71,Cerrado
101221.0,-702,5876.96,Activo
101221.0,-900,14872.94,Activo
101222.0,-1615,166088.92,Cerrado
101222.0,-2684,226374.81,Cerrado
101223.0,-2153,64773.35,Cerrado
101223.0,-1206,202172.02,Cerrado
101223.0,-1612,66116.62,Cerrado
101224.0,-14,10614.08,Activo
101224.0,-300,10190.36,Cerrado
101224.0,-325,5724.12,Activo
101224.0,-788,6067.59,Activo
101225.0,-2880,156729.93,Cerrado
101225.0,-1274,45508.85,Activo
101226.0,-843,5530.59,Activo
101226.0,-856,11050.92,Activo
101226.0,-685,11085.36,Activo
101226.0,-37,6051.97,Activo
101226.0,-320,2999.63,Activo
101226.0,-973,14207.53,Activo
101227.0,-302,13131.55,Cerrado
101227.0,-256,13720.64,Cerrado
101227.0,-346,11092.02,Cerrado
101227.0,-49,12699.39,Activo
101227.0,-740,11698.87,Cerrado
101228.0,-146,7642.92,Activo
101228.0,-978,7270.2,Activo
101228.0,-17,11966.38,Activo
101228.0,-552,4760.48,Activo
101228.0,-147,14535.18,Cerrado
101228.0,-763,11652.14,Cerrado
101228.0,-736,5213.31,Activo
101229.0,-1615,251714.12,Activo
101229.0,-2546,134912.67,Activo
101230.0,-1794,167300.74,Activo
101230.0,-1579,220893.7,Activo
101231.0,-1026,200888.53,Cerrado
101232.0,-1966,186423.24,Cerrado
101232.0,-2600,230408.38,Activo
101232.0,-1722,37872.87,Cerrado
101233.0,-1288,110673.48,Cerrado
101234.0,-28,14997.55,Activo
101234.0,-91,13907.95,Activo
101234.0,-362,10341.28,Activo
101234.0,-324,12215.44,Activo
101234.0,-961,5175.69,Activo
101235.0,-979,7802.07,Cerrado
101235.0,-348,11842.11,Cerrado
101235.0,-648,5075.15,Cerrado
101235.0,-138,9689.0,Activo
