ID_CLIENTE,TARGET,FLAG_INFORMAL,INGRESO_NOMINAL_MXN,INGRESO_REAL_AJUSTADO_MXN,MONTO_CREDITO_MXN,SCORE_EXTERNO_1,SCORE_EXTERNO_2,EDAD_ANIOS
101148,0,1,6725.28,6465.38,351718.43,0.6563,0.544,27
101149,0,0,27980.04,26898.71,498645.66,0.4789,0.471,28
101150,0,0,21223.78,20403.56,316614.72,0.6414,0.1645,61
101151,0,1,19199.77,18457.77,183723.39,0.3414,0.4876,42
101152,0,0,24349.66,23408.63,130563.02,0.1705,0.3277,48
101153,0,0,27844.51,26768.42,288481.19,0.3278,0.1031,44
101154,0,1,9739.32,9362.93,481254.45,0.5187,0.3846,18
101155,0,1,5000.0,4806.77,196927.1,0.5252,0.6425,25
101156,0,0,24558.27,23609.18,87084.75,0.8894,0.466,55
101157,0,0,25594.11,24604.99,198186.0,0.377,0.6189,45
101158,0,1,5000.0,4806.77,190349.96,0.7348,0.3309,42
101159,0,1,20137.29,19359.06,20509.43,0.2272,0.4815,29
101160,0,1,5438.63,5228.44,169962.68,0.1309,0.3301,40
101161,0,1,18561.27,17843.94,279048.28,0.3526,0.3247,31
101162,0,1,17475.96,16800.58,444982.8,0.6532,0.679,57
101163,0,1,10167.95,9775.0,385967.82,0.8095,0.5438,43
101164,0,0,24668.63,23715.28,98541.33,0.2842,0.2567,45
101165,0,1,11565.25,11118.3,285050.59,0.2428,0.4164,27
101166,0,1,14580.31,14016.83,42597.29,0.382,0.2737,21
101167,0,0,20995.95,20184.53,467073.07,0.7833,0.477,31
101168,0,1,11970.27,11507.66,10821.36,0.3961,0.7017,25
101169,0,0,22012.34,21161.64,48475.15,0.56,0.4561,58
101170,0,0,24306.54,23367.18,73960.52,0.5635,0.8961,50
101171,0,0,21058.52,20244.68,441483.81,0.2219,0.4514,24
101172,0,1,18694.84,17972.35,170196.18,0.2075,0.6586,39
101173,0,1,22755.56,21876.14,43373.3,0.6411,0.3953,41
101174,0,1,9581.84,9211.53,91061.87,0.6924,0.7161,58
101175,0,1,12551.15,12066.09,11612.62,0.5275,0.6541,35
101176,0,1,10565.54,10157.22,200717.33,0.465,0.6407,54
101177,0,0,22546.4,21675.06,33286.63,0.7498,0.1514,48
101178,0,0,28724.86,27614.74,43479.81,0.1582,0.3985,38
101179,0,1,5000.0,4806.77,411709.32,0.6205,0.693,25
101180,0,0,28548.2,27444.91,484698.68,0.1415,0.5316,52
101181,0,1,13384.42,12867.16,183893.34,0.6417,0.2701,31
101182,0,1,12885.48,12387.5,406306.44,0.4272,0.6787,44
101183,0,1,5000.0,4806.77,239450.02,0.5051,0.2422,27
101184,0,1,7800.64,7499.18,38833.62,0.5467,0.2208,64
101185,0,0,26318.67,25301.55,136170.09,0.5522,0.8823,51
101186,0,1,5000.0,4806.77,340991.37,0.7773,0.5429,49
101187,0,0,19186.37,18444.88,344161.19,0.232,0.5929,62
101188,0,1,9334.53,8973.78,309802.33,0.7778,0.1711,27
101189,0,0,27904.26,26825.86,299382.06,0.5611,0.668,40
101190,0,1,16519.9,15881.46,189246.62,0.6994,0.6814,50
101191,0,0,16861.28,16209.65,309049.23,0.2154,0.3259,43
101192,0,1,22683.72,21807.07,207211.36,0.5213,0.2503,20
101193,0,1,19276.68,18531.7,303735.92,0.4508,0.3373,37
101194,0,0,26811.29,25775.13,262351.05,0.6167,0.8465,52
101195,0,0,26682.1,25650.93,73417.53,0.4444,0.526,39
101196,0,1,15180.59,14593.91,411235.9,0.7388,0.0996,46
101197,0,0,22907.81,22022.51,363672.61,0.3467,0.3944,39
101198,1,1,7429.79,7142.66,181011.43,0.3182,0.222,34
101199,1,1,7626.43,7331.7,146138.5,0.8514,0.2434,45
101200,0,1,17441.73,16767.67,312026.21,0.599,0.3821,45
101201,0,0,30125.21,28960.98,298919.71,0.7327,0.6455,39
101202,0,1,16025.0,15405.7,214522.32,0.3568,0.0864,51
101203,0,1,12425.69,11945.49,337535.91,0.7055,0.2819,35
101204,1,1,19814.0,19048.26,395317.58,0.818,0.1852,37
101205,0,0,18774.19,18048.63,449748.85,0.1277,0.3526,53
101206,0,1,23186.28,22290.21,183098.31,0.2802,0.1123,34
101207,0,0,27863.94,26787.1,33653.44,0.7851,0.6882,38
101208,0,0,26665.44,25634.92,477290.07,0.5855,0.4723,26
101209,0,1,16812.19,16162.45,103799.13,0.1137,0.2208,46
101210,0,0,24051.92,23122.4,241866.09,0.8941,0.3172,50
101211,0,0,24778.35,23820.76,495553.43,0.8087,0.2556,28
101212,0,1,9562.67,9193.11,267219.58,0.8524,0.1575,59
101213,0,1,5000.0,4806.77,98947.8,0.7693,0.3566,43
101214,0,1,16031.05,15411.51,80334.29,0.6153,0.459,36
101215,0,0,23221.55,22324.12,419606.16,0.1185,0.1043,50
101216,0,0,23631.0,22717.75,456968.85,0.1702,0.7992,43
101217,0,0,23026.27,22136.38,25416.09,0.6452,0.4763,30
101218,0,0,27699.76,26629.27,271712.54,0.6971,0.1297,61
101219,0,0,24277.2,23338.97,158729.18,0.328,0.2392,43
101220,0,1,12376.33,11898.03,315901.57,0.4575,0.1098,57
101221,0,1,14832.51,14259.29,125294.32,0.4285,0.2448,45
101222,0,0,24977.76,24012.46,230829.02,0.5471,0.733,25
101223,0,0,28087.53,27002.05,349500.88,0.1078,0.7304,22
101224,0,1,5000.0,4806.77,35217.94,0.1696,0.2939,58
101225,0,0,24235.88,23299.25,442708.2,0.7342,0.5227,63
101226,0,1,13996.34,13455.43,218302.78,0.1112,0.6974,29
101227,1,1,5000.0,4806.77,493768.04,0.1334,0.6065,45
101228,0,1,15820.99,15209.56,476351.82,0.5502,0.6955,52
101229,0,0,29591.2,28447.61,437618.58,0.7029,0.8178,31
101230,0,0,17782.67,17095.44,415081.26,0.1334,0.1968,48
101231,0,0,27321.56,26265.68,98517.01,0.4097,0.1782,63
101232,0,0,23119.23,22225.75,223169.09,0.1386,0.2244,57
101233,0,0,24201.44,23266.14,365916.87,0.1623,0.2221,32
101234,0,1,7219.46,6940.46,249725.96,0.4852,0.5106,43
101235,0,1,13563.15,13038.98,195545.98,0.4174,0.4347,59
101236,0,1,5000.0,4806.77,462570.85,0.3203,0.3192,51
101237,0,0,31477.24,30260.76,204133.7,0.1563,0.6932,36
101238,1,1,16884.09,16231.58,311894.98,0.3298,0.223,52
101239,0,0,21482.67,20652.44,153432.85,0.6042,0.8925,32
101240,0,1,13670.45,13142.14,162702.86,0.8042,0.4984,24
101241,0,1,13793.77,13260.69,415310.11,0.5314,0.2285,33
101242,0,1,11151.6,10720.63,139223.16,0.7247,0.7197,21
101243,0,0,21899.47,21053.13,178408.0,0.7766,0.8844,43
101244,0,0,25438.07,24454.98,152899.22,0.4626,0.2659,32
101245,0,0,27141.76,26092.82,345307.82,0.3649,0.7694,35
101246,0,0,20095.75,19319.12,184661.59,0.3131,0.8168,53
101247,0,0,22641.34,21766.34,337005.41,0.4512,0.1621,51
101248,0,1,10918.42,10496.46,278358.69,0.6189,0.588,19
101249,0,0,25807.09,24809.73,378240.26,0.3485,0.2104,29
101250,0,1,13725.41,13194.98,27109.05,0.657,0.5461,38
101251,0,0,25732.34,24737.88,20371.98,0.6113,0.2342,35
101252,0,0,22860.16,21976.7,346701.02,0.7496,0.7442,30
101253,0,0,22339.69,21476.34,107740.69,0.1184,0.6029,29
101254,0,0,25233.3,24258.13,337060.54,0.3984,0.8111,52
101255,0,0,23082.62,22190.56,159504.3,0.8135,0.4427,34
101256,0,0,26440.03,25418.22,479608.59,0.4085,0.8528,39
101257,0,1,5506.28,5293.48,273485.28,0.8886,0.5569,41
101258,0,0,29776.39,28625.64,239144.05,0.5433,0.5047,29
101259,0,1,6841.57,6577.16,131083.55,0.5805,0.2735,42
101260,0,0,24678.09,23724.37,79961.68,0.4162,0.137,51
101261,0,0,21314.69,20490.95,93011.37,0.7169,0.2729,23
101262,0,1,9811.26,9432.09,434779.73,0.3293,0.1564,32
101263,0,1,15384.97,14790.4,497078.9,0.7472,0.7043,54
101264,0,0,24875.17,23913.83,285823.28,0.8219,0.4322,19
101265,0,1,10024.15,9636.75,293694.37,0.357,0.1571,34
101266,0,1,16734.48,16087.75,251953.39,0.1589,0.5621,62
101267,0,0,24962.41,23997.7,132014.07,0.7957,0.3136,43
101268,0,1,8428.14,8102.42,365798.14,0.8362,0.4967,21
101269,0,1,9038.84,8689.52,187873.3,0.4373,0.3425,44
101270,1,1,16277.11,15648.06,173538.41,0.2623,0.259,63
101271,0,1,17587.14,16907.46,174305.84,0.8903,0.3614,57
101272,0,0,26331.94,25314.31,484011.56,0.6629,0.7281,40
101273,0,0,24159.16,23225.49,433177.93,0.5364,0.3155,19
101274,0,0,21596.65,20762.02,465491.84,0.2668,0.5187,54
101275,0,1,20058.77,19283.57,208507.23,0.7841,0.3022,24
101276,0,1,15807.58,15196.67,477311.74,0.5674,0.1528,20
101277,1,1,13813.14,13279.31,95455.03,0.293,0.3272,46
101278,0,1,6634.54,6378.14,329646.94,0.3874,0.6294,23
101279,0,1,12781.77,12287.8,169015.07,0.4183,0.6733,53
101280,0,1,8082.21,7769.86,77918.29,0.8186,0.2256,22
101281,0,0,26050.79,25044.02,494480.62,0.3836,0.1665,62
101282,0,0,26479.59,25456.25,405417.52,0.6488,0.6128,22
101283,0,0,22546.52,21675.18,384029.99,0.5503,0.7645,42
101284,0,1,5000.0,4806.77,186196.0,0.2574,0.4789,44
101285,0,1,17865.79,17175.34,401515.6,0.154,0.4691,54
101286,0,1,16772.73,16124.53,60749.89,0.5358,0.2117,54
101287,0,0,25481.46,24496.69,332258.94,0.727,0.168,33
101288,0,1,5426.54,5216.82,63761.38,0.6236,0.4471,55
101289,0,1,11334.58,10896.54,88339.84,0.6423,0.2567,44
101290,0,0,23267.23,22368.03,113216.43,0.6354,0.134,53
101291,0,1,7664.38,7368.18,327561.74,0.6751,0.1964,48
101292,0,0,29293.02,28160.95,484315.73,0.6607,0.5905,48
101293,1,1,22773.13,21893.03,318376.47,0.1587,0.1274,46
101294,0,0,26258.52,25243.72,59883.83,0.2325,0.6519,40
101295,0,1,20589.46,19793.75,30116.49,0.4572,0.3659,53
101296,0,0,21252.86,20431.52,322341.33,0.2267,0.615,25
101297,0,1,18772.7,18047.2,127885.25,0.3364,0.1963,43
101298,0,1,12526.15,12042.06,244796.88,0.7001,0.1108,54
101299,0,1,16217.49,15590.74,219800.5,0.5982,0.1418,55
101300,0,0,30478.93,29301.02,395030.24,0.6109,0.7644,30
101301,0,0,22425.8,21559.12,131515.27,0.6718,0.2177,18
101302,0,1,20028.98,19254.93,138149.45,0.3473,0.6649,46
101303,0,1,13440.99,12921.54,461295.21,0.8253,0.6671,24
101304,0,1,7027.12,6755.54,29176.46,0.7731,0.1284,27
101305,0,1,16492.78,15855.39,436706.98,0.6003,0.1574,60
101306,0,0,25430.53,24447.74,40279.05,0.5623,0.7035,21
101307,1,1,12502.54,12019.36,395794.67,0.7785,0.2174,29
101308,0,0,25662.12,24670.37,233644.24,0.789,0.2408,47
101309,0,1,6167.22,5928.88,232553.5,0.8389,0.6202,18
101310,0,0,28421.69,27323.29,91680.07,0.6413,0.5702,53
101311,0,1,16662.48,16018.54,463223.41,0.7514,0.3749,26
101312,0,1,11072.69,10644.77,215816.49,0.1954,0.1953,39
101313,0,1,5000.0,4806.77,227165.12,0.6835,0.3307,48
101314,0,1,17053.38,16394.33,127499.47,0.6907,0.2742,64
101315,0,0,16071.51,15450.41,109434.49,0.6821,0.771,27
101316,0,1,11815.72,11359.09,365014.23,0.7926,0.3719,30
101317,0,1,18171.98,17469.7,144383.29,0.8381,0.5982,34
101318,0,0,24341.4,23400.69,365642.74,0.7075,0.6895,25
101319,0,1,8039.54,7728.84,315871.37,0.8123,0.4043,18
101320,0,0,28962.9,27843.59,424024.38,0.7571,0.5165,19
101321,0,1,14466.17,13907.1,319297.86,0.7953,0.2352,56
101322,0,0,28451.0,27351.47,98401.57,0.4604,0.2556,62
101323,0,1,12473.51,11991.46,212788.56,0.4386,0.3878,43
101324,0,1,13013.26,12510.34,237019.44,0.646,0.3838,61
101325,0,1,19172.27,18431.33,38616.61,0.7566,0.6034,30
101326,0,1,6678.77,6420.66,331334.18,0.7199,0.3378,56
101327,0,0,23196.34,22299.89,480332.96,0.2884,0.7923,26
101328,0,1,5000.0,4806.77,134049.02,0.3653,0.604,25
101329,0,0,29498.34,28358.33,191808.33,0.627,0.5826,18
101330,1,1,13279.46,12766.25,11889.99,0.5863,0.4572,42
101331,0,1,9919.28,9535.94,246027.88,0.1204,0.4771,34
101332,0,1,11011.03,10585.49,69160.43,0.8417,0.4117,33
101333,0,1,13565.66,13041.39,19425.56,0.3043,0.5837,40
101334,0,0,27271.26,26217.32,226778.81,0.5896,0.3481,37
101335,0,1,8792.33,8452.54,138798.08,0.7368,0.4871,24
101336,0,1,15036.61,14455.5,214658.67,0.8383,0.3456,18
101337,0,1,16181.54,15556.18,456926.45,0.577,0.5656,39
101338,0,0,20220.64,19439.19,460427.09,0.624,0.1452,56
101339,0,0,25833.7,24835.32,308757.82,0.7608,0.3166,36
101340,0,0,25627.94,24637.51,211746.52,0.3695,0.1293,41
101341,0,1,9314.36,8954.4,348296.22,0.3759,0.1433,64
101342,0,0,26066.3,25058.93,383592.47,0.7168,0.2602,21
101343,0,1,5582.98,5367.22,220961.99,0.1934,0.4451,59
101344,0,0,27337.87,26281.36,241531.47,0.8022,0.8983,39
101345,0,1,13762.21,13230.35,239300.13,0.8036,0.1454,43
101346,0,0,24724.23,23768.72,75034.37,0.2119,0.7712,24
101347,0,0,26133.9,25123.92,279383.04,0.5569,0.3008,43
101348,0,0,31750.52,30523.47,201739.1,0.3593,0.3,22
101349,0,1,15265.78,14675.81,251564.32,0.1281,0.3019,61
101350,0,0,21445.1,20616.33,483007.06,0.5838,0.3231,60
101351,0,1,5943.25,5713.56,460534.56,0.5215,0.2916,21
101352,0,1,13403.15,12885.17,235942.36,0.2326,0.6279,42
101353,0,1,14971.0,14392.42,312746.76,0.1661,0.6768,39
101354,0,1,18289.09,17582.28,279670.95,0.3045,0.1978,53
101355,0,0,22379.96,21515.06,138908.25,0.3631,0.478,33
101356,0,1,5000.0,4806.77,122480.21,0.8611,0.1155,63
101357,0,1,14356.09,13801.28,414751.02,0.4395,0.4707,64
101358,0,1,10391.52,9989.92,43072.0,0.2508,0.6139,51
101359,0,0,28037.65,26954.09,465607.88,0.6732,0.5312,48
101360,0,1,9024.11,8675.36,315155.76,0.5701,0.2205,20
101361,0,1,11925.1,11464.23,331368.48,0.4265,0.155,57
101362,0,1,5000.0,4806.77,14688.6,0.6389,0.3865,50
101363,0,0,27054.94,26009.36,429507.35,0.3594,0.6656,27
101364,0,1,6932.11,6664.21,299530.34,0.1808,0.6803,56
101365,0,1,7876.43,7572.04,50194.73,0.3838,0.198,20
101366,0,1,14727.26,14158.1,443828.73,0.5114,0.4246,48
101367,0,1,11234.44,10800.26,151262.98,0.8091,0.3809,40
101368,0,1,15974.75,15357.38,280942.0,0.4736,0.3273,33
101369,0,1,9561.64,9192.11,148737.4,0.228,0.527,43
101370,0,1,8582.45,8250.77,347289.02,0.5225,0.3019,34
101371,0,1,9958.81,9573.94,437748.51,0.3854,0.3079,43
101372,0,1,19273.23,18528.39,401681.87,0.3439,0.3049,44
101373,0,0,24648.05,23695.49,125657.22,0.7463,0.1678,53
101374,0,1,9794.51,9415.99,183277.14,0.7388,0.2488,45
101375,0,1,19571.39,18815.03,96681.85,0.3664,0.5296,22
101376,0,1,11880.44,11421.3,473266.92,0.3271,0.6476,57
101377,0,1,18903.77,18173.21,39442.13,0.5567,0.2018,31
101378,0,0,29080.21,27956.36,478620.85,0.1242,0.6203,22
101379,0,1,15372.54,14778.45,301855.08,0.3822,0.7135,33
101380,0,1,15901.0,15286.49,106892.39,0.2662,0.509,26
101381,0,0,24196.48,23261.38,46725.58,0.533,0.4878,52
101382,0,1,6326.35,6081.86,415664.12,0.5538,0.4497,32
101383,0,1,13606.85,13081.0,121896.11,0.4125,0.1123,48
101384,0,0,25716.42,24722.57,24834.0,0.722,0.3193,30
101385,0,0,25335.14,24356.03,349064.91,0.607,0.412,57
101386,0,0,31804.81,30575.67,110647.18,0.2675,0.5828,57
101387,0,1,5000.0,4806.77,42516.3,0.211,0.1479,37
101388,0,0,25406.8,24424.92,164331.35,0.3599,0.8484,31
101389,0,1,6751.12,6490.21,163979.9,0.6737,0.3983,43
101390,0,1,12456.07,11974.69,339614.51,0.1215,0.5939,61
101391,0,0,26564.66,25538.03,104160.74,0.4734,0.6691,33
101392,0,0,28808.05,27694.72,328497.25,0.2057,0.3936,30
101393,0,0,32614.68,31354.24,436664.75,0.1773,0.8224,60
101394,0,0,27174.9,26124.69,387364.79,0.5145,0.4323,36
101395,0,1,16632.98,15990.17,166003.08,0.7133,0.6154,59
101396,0,0,24283.96,23345.47,451354.06,0.6012,0.7277,27
101397,0,1,6599.85,6344.79,393127.87,0.1685,0.5814,29
101398,1,1,5000.0,4806.77,170942.05,0.3786,0.4074,57
101399,0,1,18039.51,17342.34,76031.08,0.2876,0.6403,62
101400,0,0,25573.07,24584.76,105236.9,0.7033,0.3953,28
101401,0,1,9195.38,8840.01,206384.64,0.2633,0.471,27
101402,0,0,25347.68,24368.08,325148.94,0.3086,0.2655,29
101403,0,1,15813.77,15202.62,86235.61,0.7076,0.5831,51
101404,0,1,10732.6,10317.83,260172.14,0.8202,0.277,41
101405,0,1,14154.27,13607.26,166182.63,0.6042,0.6375,57
101406,0,1,8529.35,8199.73,304368.79,0.4986,0.2024,61
101407,0,1,15452.03,14854.87,52296.7,0.2627,0.1093,21
101408,0,0,26734.14,25700.96,283376.34,0.3157,0.7221,48
101409,1,1,16169.91,15545.0,40460.2,0.4672,0.4762,55
101410,0,0,29382.82,28247.28,14148.98,0.7772,0.5509,19
101411,0,1,22902.83,22017.71,281439.77,0.644,0.0821,34
101412,0,0,26558.94,25532.54,438470.98,0.6009,0.7632,30
101413,0,0,23489.07,22581.3,21238.98,0.8671,0.3488,31
101414,0,0,25066.34,24097.62,154883.02,0.4453,0.4841,25
101415,0,1,9928.63,9544.93,30598.35,0.409,0.666,28
101416,0,1,11930.64,11469.57,147864.23,0.8079,0.4557,55
101417,0,1,16040.26,15420.36,99619.73,0.3798,0.0966,61
101418,0,1,12567.37,12081.68,200319.32,0.8539,0.5867,57
101419,0,0,19020.57,18285.49,156301.15,0.1216,0.6268,26
101420,0,1,17140.46,16478.04,212629.39,0.597,0.396,33
101421,0,1,7044.36,6772.12,354691.35,0.3926,0.7094,51
101422,0,0,30380.71,29206.61,50926.64,0.4216,0.8821,49
101423,0,0,23617.4,22704.67,72820.27,0.3047,0.7366,45
101424,0,0,22701.62,21824.28,178849.79,0.269,0.2831,56
101425,0,0,22230.71,21371.57,242922.16,0.6268,0.4533,54
101426,0,1,11363.88,10924.7,419439.14,0.5676,0.1496,30
101427,0,1,11092.57,10663.88,446575.0,0.522,0.4756,64
101428,0,1,15581.26,14979.1,490889.33,0.4954,0.4382,61
101429,0,1,13969.82,13429.94,252594.0,0.1926,0.1874,24
101430,1,1,12788.92,12294.67,381783.68,0.7297,0.2391,18
101431,1,1,19515.1,18760.91,153619.32,0.3957,0.0863,42
101432,0,1,8005.14,7695.77,205589.34,0.3285,0.3133,62
101433,0,1,11265.26,10829.9,43675.85,0.8988,0.3569,40
101434,0,1,19512.39,18758.3,216858.48,0.7195,0.496,63
101435,0,1,7961.53,7653.84,180728.59,0.4413,0.4962,54
101436,0,0,24876.03,23914.66,160051.54,0.8777,0.6104,46
101437,0,1,20305.68,19520.94,211843.81,0.5197,0.5625,26
101438,0,0,22784.15,21903.62,10322.48,0.1983,0.4392,61
101439,0,0,25932.33,24930.14,40164.64,0.8158,0.3973,36
101440,0,1,10946.78,10523.73,294019.46,0.151,0.6118,37
101441,0,0,20303.03,19518.39,394734.62,0.4199,0.4732,58
101442,0,0,25309.9,24331.76,441431.2,0.842,0.8911,22
101443,0,0,22250.49,21390.59,118070.37,0.324,0.1054,30
101444,0,1,5000.0,4806.77,487991.05,0.4884,0.2927,62
101445,0,0,23104.58,22211.67,166011.63,0.4992,0.1895,25
101446,0,0,24108.85,23177.12,306033.4,0.7705,0.5258,22
101447,0,0,23971.75,23045.33,188965.63,0.5905,0.1861,43
101448,0,0,23873.81,22951.17,155734.48,0.4997,0.4045,64
101449,0,0,24944.9,23980.87,149000.32,0.3182,0.5723,60
101450,0,1,9932.66,9548.8,270810.69,0.3122,0.2528,20
101451,0,1,18161.25,17459.38,257572.8,0.5878,0.608,28
101452,0,1,16810.56,16160.9,484900.41,0.2929,0.1969,37
101453,0,1,13855.57,13320.1,361498.61,0.5656,0.2053,25
101454,0,1,17125.63,16463.78,65309.05,0.8195,0.2059,61
101455,0,0,30570.79,29389.34,128296.4,0.8843,0.6135,18
101456,0,0,25724.78,24730.61,113780.82,0.6235,0.6965,55
101457,0,1,9020.66,8672.04,496562.96,0.5542,0.2296,35
101458,1,0,25888.72,24888.21,118245.04,0.7541,0.2677,22
101459,0,1,19575.31,18818.79,406745.76,0.4898,0.21,43
101460,0,0,23719.01,22802.36,191751.6,0.8323,0.4322,29
101461,0,0,22548.32,21676.9,50077.8,0.5502,0.8591,43
101462,0,1,10982.61,10558.17,135508.56,0.7953,0.0947,64
101463,0,1,7725.75,7427.18,53531.93,0.4456,0.2983,32
101464,0,0,23394.03,22489.94,365932.28,0.4916,0.1857,23
101465,0,0,23587.06,22675.51,456978.33,0.1715,0.3588,49
101466,0,0,29681.73,28534.64,301134.42,0.3622,0.3618,50
101467,0,0,24975.41,24010.2,95501.83,0.7366,0.7461,25
101468,0,1,5000.0,4806.77,82152.72,0.7471,0.5082,50
101469,0,0,30066.7,28904.73,162369.35,0.8483,0.5591,54
101470,0,0,25755.43,24760.07,472462.65,0.5892,0.5701,56
101471,0,0,29072.21,27948.67,359811.07,0.8596,0.3999,39
101472,0,1,13349.84,12833.92,260321.94,0.1295,0.706,27
101473,0,1,5000.0,4806.77,445439.2,0.4485,0.6007,36
101474,0,1,17193.45,16528.99,44407.68,0.1848,0.1309,53
101475,0,1,17666.48,16983.73,441905.65,0.8486,0.4273,51
101476,0,0,16392.15,15758.65,486035.0,0.2912,0.6155,52
101477,0,0,24435.36,23491.02,141944.82,0.6487,0.4511,31
101478,0,1,13725.73,13195.28,326391.94,0.8552,0.5745,64
101479,0,1,7983.58,7675.05,42928.96,0.8962,0.6272,18
101480,0,0,28413.63,27315.54,499443.19,0.3891,0.3988,37
101481,0,0,27787.06,26713.19,115216.55,0.3802,0.7285,59
101482,0,0,25914.6,24913.09,160858.37,0.485,0.368,29
101483,0,1,17844.62,17154.99,444791.8,0.5632,0.5796,31
101484,0,0,23700.8,22784.85,35652.18,0.2417,0.3822,36
101485,0,0,28184.2,27094.98,86667.57,0.8389,0.6851,38
101486,0,0,26032.76,25026.69,155744.74,0.7925,0.3613,42
101487,0,0,29082.33,27958.41,177918.57,0.8797,0.2036,43
101488,0,0,22048.68,21196.58,125704.79,0.8783,0.3952,21
101489,0,0,22493.16,21623.88,340594.47,0.6069,0.1408,44
101490,0,1,7240.14,6960.33,242247.27,0.1416,0.4742,35
101491,0,1,7489.71,7200.25,65729.46,0.6951,0.5314,24
101492,1,1,5000.0,4806.77,205838.82,0.4542,0.1697,41
101493,0,0,21213.25,20393.43,134013.96,0.7666,0.8253,55
101494,0,0,27204.79,26153.42,473347.43,0.4905,0.1275,39
101495,0,1,6892.95,6626.56,495003.16,0.3105,0.2656,60
101496,0,0,28386.25,27289.23,257817.92,0.4626,0.7226,32
101497,0,0,24871.52,23910.33,101173.92,0.8496,0.7043,63
101498,0,1,9774.98,9397.21,456138.81,0.1294,0.2618,40
101499,0,1,14691.8,14124.01,228321.79,0.522,0.6277,55
101500,0,1,6390.37,6143.4,228839.8,0.4162,0.428,49
101501,0,1,10336.76,9937.28,411590.18,0.1733,0.2542,28
101502,0,0,26888.98,25849.82,127424.37,0.1128,0.5483,51
101503,0,1,11046.26,10619.36,222664.93,0.7391,0.2346,51
101504,0,0,25138.99,24167.46,244818.37,0.2713,0.352,61
101505,0,0,24092.7,23161.61,68721.89,0.2444,0.1286,42
101506,0,1,8745.59,8407.6,265668.05,0.6695,0.5178,48
101507,0,1,6195.29,5955.86,170327.6,0.1961,0.503,50
101508,0,0,27695.9,26625.55,114007.7,0.5697,0.8805,19
101509,0,1,15975.24,15357.86,358989.75,0.7658,0.6862,29
101510,0,0,28221.72,27131.05,229036.04,0.4744,0.3046,36
101511,0,0,24371.14,23429.29,112670.16,0.7179,0.4498,43
101512,0,1,18099.3,17399.83,462313.4,0.8239,0.2994,41
101513,0,0,26533.08,25507.67,24026.69,0.7699,0.4399,57
101514,0,1,10848.19,10428.95,183082.08,0.8057,0.1008,58
101515,0,0,19670.48,18910.29,135854.56,0.1033,0.8576,23
101516,0,0,23764.37,22845.96,393064.45,0.6737,0.7198,27
101517,1,1,5000.0,4806.77,33446.5,0.459,0.201,24
101518,0,0,26810.69,25774.55,84491.25,0.2495,0.7576,23
101519,0,1,16908.92,16255.45,363518.23,0.71,0.2713,30
101520,0,0,24204.59,23269.17,344069.92,0.2768,0.2133,55
101521,0,0,25473.44,24488.98,73678.93,0.5932,0.698,43
101522,0,0,19828.54,19062.24,123244.06,0.6935,0.2773,56
101523,0,0,24028.09,23099.49,293256.48,0.3261,0.6434,26
101524,0,1,11956.3,11494.23,333731.71,0.8528,0.1691,28
101525,0,1,7528.11,7237.18,452367.5,0.5274,0.5276,54
101526,0,1,8135.12,7820.72,218365.53,0.216,0.5486,38
101527,0,0,22539.83,21668.74,435277.71,0.579,0.3282,24
101528,0,1,5000.0,4806.77,199529.74,0.6429,0.6409,56
101529,0,1,11308.07,10871.06,92693.8,0.4479,0.1198,37
101530,0,0,21570.13,20736.52,451114.86,0.6036,0.5192,35
101531,0,0,25919.58,24917.88,198091.95,0.7792,0.3048,27
101532,0,0,28290.58,27197.25,303666.03,0.6911,0.3284,54
101533,0,1,14904.89,14328.87,81476.56,0.609,0.1093,53
101534,0,1,12869.02,12371.68,399768.39,0.3498,0.3849,29
101535,0,1,13858.56,13322.98,433287.81,0.8958,0.5667,39
101536,0,1,11826.44,11369.39,204069.53,0.8382,0.3653,40
101537,0,1,16400.29,15766.48,188565.9,0.5232,0.4438,58
101538,1,0,19411.67,18661.48,52105.75,0.5951,0.1994,38
101539,0,1,15016.8,14436.46,234656.14,0.492,0.2777,29
101540,0,1,13813.54,13279.69,269568.57,0.463,0.4822,61
101541,0,0,23960.77,23034.77,272810.26,0.1018,0.5821,20
101542,0,0,22956.37,22069.19,101842.13,0.7219,0.7854,59
101543,0,1,14077.3,13533.26,13514.09,0.4842,0.4434,22
101544,0,1,14068.4,13524.7,62120.55,0.8386,0.2014,40
101545,0,0,31526.38,30308.0,416994.4,0.8622,0.7141,45
101546,0,0,26662.52,25632.11,357431.58,0.573,0.6423,53
101547,0,0,24194.9,23259.86,376273.31,0.4784,0.7007,64
101548,0,0,25581.08,24592.46,285568.16,0.8165,0.8866,31
101549,0,1,19123.71,18384.64,483564.69,0.7515,0.2916,55
101550,0,0,25381.0,24400.11,175125.51,0.5033,0.3272,42
101551,0,0,25278.82,24301.88,343200.61,0.656,0.842,39
101552,0,1,10280.78,9883.47,332417.42,0.323,0.5011,62
101553,0,1,17923.18,17230.51,467311.59,0.6016,0.2479,21
101554,0,1,6112.37,5876.15,40109.11,0.7239,0.5554,45
101555,0,0,26404.7,25384.25,490767.52,0.7136,0.2067,28
101556,0,1,10053.0,9664.49,92816.64,0.3145,0.1277,26
101557,0,1,13398.9,12881.08,269944.33,0.734,0.6566,19
