ID_CLIENTE,TIPO_CREDITO,MONTO_SOLICITADO_MXN,SALDO_EN_UDIS,ESTADO_SOLICITUD
101072,Hipotecario,1130188.87,129292.01,Aprobado
101072,Hipotecario,978198.63,111904.54,Aprobado
101073,Auto,788004.79,,Aprobado
101074,Auto,1353907.1,,Aprobado
101075,Consumo,751728.97,,Aprobado
101076,Auto,784559.58,,Aprobado
101077,Hipotecario,1437437.53,164440.82,Aprobado
101077,Consumo,1248457.61,,Aprobado
101077,Auto,1252709.56,,Aprobado
101078,Hipotecario,832772.86,95268.04,Aprobado
101078,Hipotecario,684120.76,78262.45,Aprobado
101078,Hipotecario,692411.89,79210.94,Aprobado
101079,Hipotecario,684813.81,78341.73,Aprobado
101079,Auto,618330.56,,Aprobado
101079,Hipotecario,493651.25,56473.0,Aprobado
101080,Consumo,532770.83,,Aprobado
101081,Consumo,135627.77,,Aprobado
101082,Hipotecario,774161.21,88562.95,Aprobado
101083,Hipotecario,569635.85,65165.53,Rechazado
101084,Hipotecario,100639.8,11513.05,Aprobado
101084,Auto,1139213.88,,Aprobado
101085,Hipotecario,626560.06,71677.58,Aprobado
101085,Auto,1286462.24,,Aprobado
101085,Hipotecario,717308.19,82059.04,Aprobado
101086,Hipotecario,548560.44,62754.54,Aprobado
101086,Hipotecario,974814.72,111517.42,Rechazado
101086,Auto,402287.39,,Cancelado
101087,Hipotecario,503173.39,57562.32,Rechazado
101087,Auto,195537.46,,Rechazado
101087,Hipotecario,620997.32,71041.21,Aprobado
101088,Hipotecario,1455921.46,166555.35,Aprobado
101088,Consumo,912234.77,,Aprobado
101088,Auto,1305539.49,,Aprobado
101089,Auto,410278.82,,Aprobado
101089,Auto,1349450.93,,Rechazado
101089,Auto,94735.9,,Aprobado
101090,Hipotecario,77393.55,8853.71,Aprobado
101090,Consumo,1171880.91,,Aprobado
101090,Auto,484821.49,,Aprobado
101091,Hipotecario,1291020.44,147690.91,Cancelado
101091,Hipotecario,954427.67,109185.17,Aprobado
101092,Auto,223449.34,,Aprobado
101092,Hipotecario,903317.25,103338.21,Rechazado
101092,Hipotecario,425323.21,48656.37,Aprobado
101093,Auto,1152928.61,,Cancelado
101093,Auto,776931.56,,Cancelado
101094,Hipotecario,1066796.49,122040.01,Rechazado
101094,Consumo,1318179.82,,Rechazado
101094,Auto,1009221.99,,Cancelado
101095,Auto,895945.4,,Aprobado
101096,Hipotecario,556828.86,63700.43,Aprobado
101096,Auto,85756.24,,Aprobado
101096,Auto,907427.41,,Aprobado
101097,Auto,1329984.57,,Aprobado
101097,Auto,91861.57,,Aprobado
101098,Hipotecario,1399161.76,160062.12,Rechazado
101099,Hipotecario,1439495.74,164676.27,Aprobado
101099,Auto,882592.14,,Aprobado
101100,Hipotecario,1476685.54,168930.73,Aprobado
101101,Hipotecario,277917.74,31793.4,Aprobado
101101,Auto,1141661.9,,Aprobado
101102,Auto,1226361.9,,Rechazado
101103,Hipotecario,822385.66,94079.75,Aprobado
101103,Hipotecario,271158.58,31020.16,Aprobado
101104,Auto,1232922.93,,Aprobado
101105,Consumo,546485.73,,Aprobado
101105,Hipotecario,962870.3,110151.0,Aprobado
101105,Auto,684791.9,,Rechazado
101106,Consumo,887932.2,,Aprobado
101106,Auto,1427367.5,,Aprobado
101106,Hipotecario,512803.0,58663.94,Rechazado
101107,Hipotecario,1369931.67,156718.24,Aprobado
101108,Auto,1182650.29,,Aprobado
101108,Auto,257231.6,,Aprobado
101108,Consumo,286976.7,,Aprobado
101109,Auto,221504.42,,Aprobado
101110,Auto,661071.87,,Rechazado
101110,Hipotecario,583894.41,66796.69,Aprobado
101110,Hipotecario,45451.0,5199.53,Cancelado
101111,Auto,702928.3,,Rechazado
101111,Auto,557773.66,,Rechazado
101111,Consumo,256475.62,,Aprobado
101112,Consumo,757580.17,,Aprobado
101113,Auto,722410.22,,Aprobado
101113,Auto,978895.09,,Aprobado
101113,Consumo,872123.81,,Aprobado
101114,Hipotecario,935227.36,106988.69,Aprobado
101115,Consumo,431699.0,,Aprobado
101115,Auto,29615.88,,Aprobado
101116,Auto,267609.98,,Cancelado
101117,Consumo,740676.21,,Rechazado
101117,Consumo,606408.3,,Aprobado
101117,Hipotecario,802933.43,91854.45,Cancelado
101118,Auto,581491.96,,Aprobado
101118,Hipotecario,32633.83,3733.26,Aprobado
101118,Hipotecario,981423.77,112273.49,Aprobado
101119,Hipotecario,1498939.14,171476.51,Aprobado
101119,Hipotecario,628338.57,71881.04,Rechazado
101120,Auto,246115.74,,Aprobado
101120,Hipotecario,1105775.9,126499.2,Aprobado
101120,Consumo,697506.19,,Aprobado
101121,Auto,931471.98,,Aprobado
101121,Hipotecario,827520.3,94667.15,Aprobado
101121,Auto,1431432.82,,Aprobado
101122,Consumo,135520.12,,Aprobado
101122,Auto,1073831.51,,Aprobado
101123,Auto,1415568.89,,Aprobado
101123,Auto,1029421.26,,Rechazado
101124,Auto,1270322.22,,Aprobado
101124,Auto,358761.71,,Cancelado
101125,Auto,247063.99,,Aprobado
101125,Auto,397033.21,,Aprobado
101125,Consumo,271299.77,,Cancelado
101126,Auto,408009.88,,Aprobado
101126,Hipotecario,671242.24,76789.16,Cancelado
101126,Consumo,1078044.83,,Rechazado
101127,Hipotecario,844727.82,96635.67,Aprobado
101128,Auto,1223453.71,,Aprobado
101129,Hipotecario,869249.86,99440.95,Aprobado
101130,Consumo,1210444.02,,Aprobado
101131,Consumo,1114516.39,,Aprobado
101131,Consumo,411885.51,,Aprobado
101131,Auto,784444.05,,Rechazado
101132,Consumo,1376974.61,,Rechazado
101132,Consumo,1082767.08,,Aprobado
101133,Consumo,1251501.11,,Aprobado
101134,Hipotecario,143757.43,16445.65,Aprobado
101135,Consumo,478398.79,,Aprobado
101135,Auto,439171.54,,Aprobado
101135,Hipotecario,948947.34,108558.23,Aprobado
101136,Consumo,168325.84,,Cancelado
101136,Consumo,1478782.77,,Aprobado
101136,Auto,1181563.36,,Aprobado
101137,Hipotecario,775316.54,88695.11,Cancelado
101138,Consumo,857138.27,,Aprobado
101139,Hipotecario,1192772.5,136451.48,Aprobado
101140,Auto,485489.38,,Rechazado
101140,Consumo,198703.76,,Aprobado
101140,Consumo,902832.96,,Aprobado
101141,Consumo,938049.8,,Rechazado
101142,Auto,1033423.61,,Aprobado
101143,Auto,857083.47,,Rechazado
101144,Consumo,1477997.24,,Aprobado
101144,Consumo,1244285.21,,Rechazado
101144,Auto,1311623.19,,Aprobado
101145,Auto,295249.94,,Aprobado
101146,Auto,674440.93,,Aprobado
101146,Hipotecario,681230.38,77931.79,Aprobado
101147,Hipotecario,335833.18,38418.84,Rechazado
101147,Consumo,413047.18,,Aprobado
101148,Auto,347868.34,,Rechazado
101148,Consumo,1402287.11,,Aprobado
101148,Auto,1173576.58,,Aprobado
101149,Hipotecario,559066.0,63956.36,Aprobado
101149,Auto,681250.16,,Aprobado
101150,Auto,445720.48,,Rechazado
101150,Auto,564024.78,,Rechazado
101151,Hipotecario,124381.52,14229.07,Aprobado
101151,Auto,47862.69,,Aprobado
101152,Consumo,1385903.44,,Aprobado
101152,Consumo,755470.41,,Aprobado
101153,Auto,1083191.01,,Aprobado
101153,Consumo,47012.79,,Aprobado
101154,Consumo,131672.76,,Aprobado
101154,Consumo,440713.46,,Aprobado
101155,Consumo,1272871.7,,Rechazado
101156,Consumo,209658.25,,Aprobado
101157,Hipotecario,1311311.58,150012.19,Aprobado
101157,Consumo,618621.32,,Cancelado
101157,Hipotecario,1405471.65,160783.97,Cancelado
101158,Consumo,213762.42,,Aprobado
101159,Auto,375490.05,,Rechazado
101159,Hipotecario,76624.49,8765.73,Rechazado
101159,Auto,1222920.09,,Aprobado
101160,Auto,548780.6,,Aprobado
101161,Auto,1026259.31,,Rechazado
101161,Hipotecario,184920.12,21154.6,Rechazado
101161,Auto,649129.29,,Cancelado
101162,Consumo,320647.86,,Aprobado
101162,Auto,822938.74,,Rechazado
101163,Hipotecario,354882.23,40598.02,Rechazado
101163,Auto,977079.39,,Aprobado
101163,Auto,870942.51,,Rechazado
101164,Consumo,142289.66,,Aprobado
101164,Consumo,84763.08,,Aprobado
101165,Hipotecario,329772.6,37725.52,Aprobado
101166,Auto,271622.87,,Cancelado
101167,Hipotecario,789110.94,90273.17,Cancelado
101167,Consumo,1001051.05,,Rechazado
101168,Auto,1146011.41,,Aprobado
101168,Consumo,119835.57,,Aprobado
101168,Hipotecario,357678.44,40917.91,Aprobado
101169,Hipotecario,1113014.94,127327.33,Rechazado
101169,Consumo,577425.46,,Aprobado
101169,Hipotecario,796895.51,91163.72,Aprobado
101170,Hipotecario,397100.95,45427.79,Rechazado
101170,Consumo,625428.17,,Rechazado
101171,Consumo,667112.97,,Aprobado
101172,Auto,1415049.05,,Aprobado
101172,Hipotecario,685438.06,78413.14,Aprobado
101173,Consumo,939716.65,,Aprobado
101174,Consumo,1359986.11,,Aprobado
101174,Auto,491863.34,,Aprobado
101175,Consumo,1011265.18,,Aprobado
101175,Hipotecario,1231721.22,140907.16,Aprobado
101175,Auto,488483.87,,Aprobado
101176,Hipotecario,91138.24,10426.09,Aprobado
101176,Hipotecario,1277926.27,146192.95,Aprobado
101177,Auto,1363945.65,,Aprobado
101178,Auto,1138690.48,,Rechazado
101178,Auto,1055341.71,,Aprobado
101178,Consumo,684759.66,,Aprobado
101179,Auto,1231039.07,,Rechazado
101179,Auto,1330521.91,,Aprobado
101179,Consumo,1094635.65,,Cancelado
101180,Hipotecario,1208653.26,138268.22,Rechazado
101181,Hipotecario,270453.76,30939.53,Aprobado
101181,Auto,936547.38,,Aprobado
101182,Auto,658258.7,,Rechazado
101182,Consumo,1393272.06,,Aprobado
101182,Hipotecario,585567.82,66988.13,Rechazado
101183,Auto,1146487.6,,Aprobado
101183,Consumo,335611.4,,Aprobado
101184,Auto,1090154.23,,Rechazado
101184,Consumo,23041.01,,Aprobado
101184,Hipotecario,1373282.82,157101.61,Aprobado
101185,Auto,378588.8,,Aprobado
101186,Hipotecario,628647.12,71916.34,Rechazado
101187,Hipotecario,694210.0,79416.64,Aprobado
101187,Consumo,61282.67,,Rechazado
101187,Auto,601319.96,,Aprobado
101188,Auto,65184.39,,Aprobado
101189,Hipotecario,1111254.47,127125.94,Aprobado
101190,Consumo,1137310.15,,Aprobado
101190,Auto,1001218.71,,Aprobado
101190,Auto,1056138.51,,Aprobado
101191,Hipotecario,423534.7,48451.77,Cancelado
101191,Auto,463630.93,,Rechazado
101191,Consumo,1051804.33,,Cancelado
101192,Auto,792106.07,,Aprobado
101192,Auto,450750.2,,Aprobado
101193,Hipotecario,372884.17,42657.42,Aprobado
101194,Hipotecario,1392592.06,159310.56,Aprobado
101194,Hipotecario,50161.31,5738.38,Rechazado
101195,Auto,1320136.04,,Aprobado
101195,Consumo,184418.6,,Aprobado
101196,Consumo,430942.01,,Cancelado
101197,Consumo,894700.66,,Aprobado
101198,Auto,783899.42,,Aprobado
101198,Hipotecario,936413.55,107124.38,Rechazado
101198,Auto,770256.56,,Aprobado
101199,Consumo,1389461.23,,Cancelado
101199,Auto,627857.65,,Aprobado
101200,Consumo,525737.7,,Aprobado
101200,Hipotecario,953425.8,109070.56,Rechazado
101201,Auto,254988.3,,Aprobado
101202,Hipotecario,1458639.58,166866.3,Rechazado
101202,Consumo,707689.11,,Aprobado
101202,Auto,289749.46,,Aprobado
101203,Hipotecario,1337460.13,153003.54,Aprobado
101204,Consumo,392263.71,,Aprobado
101205,Auto,1372502.87,,Aprobado
101205,Consumo,159204.45,,Cancelado
101205,Auto,103401.63,,Aprobado
101206,Consumo,996138.5,,Aprobado
101207,Consumo,1239422.29,,Aprobado
101207,Consumo,118842.56,,Rechazado
101208,Hipotecario,286160.04,32736.3,Aprobado
101209,Auto,355959.94,,Aprobado
101210,Auto,744639.78,,Aprobado
101210,Consumo,1053302.68,,Aprobado
101210,Auto,85152.66,,Aprobado
101211,Auto,685151.72,,Rechazado
101211,Auto,659280.08,,Aprobado
101212,Auto,516624.48,,Aprobado
101212,Auto,510784.44,,Rechazado
101213,Consumo,1044573.36,,Aprobado
101213,Hipotecario,345370.26,39509.87,Aprobado
101214,Hipotecario,888010.53,101587.15,Rechazado
101214,Auto,1428116.4,,Aprobado
101214,Auto,1281660.19,,Aprobado
101215,Consumo,1252218.93,,Aprobado
101215,Hipotecario,561218.31,64202.58,Aprobado
101215,Hipotecario,1290927.51,147680.28,Aprobado
101216,Auto,570130.6,,Aprobado
101216,Auto,536739.44,,Aprobado
101216,Hipotecario,1224219.42,140048.97,Aprobado
101217,Auto,387351.22,,Aprobado
101217,Auto,252798.59,,Aprobado
101218,Auto,1388288.78,,Aprobado
101218,Hipotecario,1396546.03,159762.89,Aprobado
101218,Auto,60233.48,,Aprobado
101219,Auto,609589.48,,Rechazado
101219,Hipotecario,1438979.54,164617.22,Aprobado
101220,Auto,34412.49,,Cancelado
101220,Consumo,625435.06,,Aprobado
101220,Hipotecario,1127816.75,129020.64,Aprobado
101221,Consumo,1327050.84,,Aprobado
101222,Auto,813997.46,,Rechazado
101223,Auto,1465696.68,,Rechazado
101223,Auto,1151358.53,,Aprobado
101223,Hipotecario,309030.81,35352.69,Cancelado
101224,Hipotecario,1413763.0,161732.48,Aprobado
101224,Consumo,745888.86,,Aprobado
101225,Hipotecario,799971.24,91515.58,Aprobado
101225,Auto,1443210.99,,Aprobado
101226,Consumo,1473110.2,,Rechazado
101226,Auto,416123.82,,Aprobado
101227,Hipotecario,1411861.29,161514.93,Aprobado
101227,Auto,1406649.17,,Aprobado
101228,Hipotecario,29288.79,3350.6,Cancelado
101228,Auto,1181781.34,,Aprobado
101228,Consumo,454438.75,,Aprobado
101229,Consumo,626677.8,,Aprobado
101229,Hipotecario,1113532.52,127386.54,Rechazado
101229,Consumo,1372511.04,,Cancelado
101230,Consumo,77406.71,,Aprobado
101230,Auto,390964.4,,Rechazado
101231,Hipotecario,619774.7,70901.35,Aprobado
101231,Hipotecario,691554.93,79112.9,Aprobado
101232,Auto,966659.61,,Aprobado
101232,Auto,634320.77,,Rechazado
101232,Auto,972717.82,,Aprobado
101233,Hipotecario,476121.67,54467.64,Aprobado
101233,Auto,581529.09,,Aprobado
101234,Hipotecario,1191211.42,136272.9,Aprobado
101234,Consumo,1189444.48,,Aprobado
101234,Consumo,402306.5,,Aprobado
101235,Hipotecario,1260143.63,144158.65,Aprobado
101236,Hipotecario,635728.19,72726.4,Rechazado
101237,Auto,517166.36,,Cancelado
101237,Hipotecario,808593.17,92501.91,Aprobado
101238,Hipotecario,435498.68,49820.43,Aprobado
101238,Hipotecario,391278.55,44761.71,Aprobado
101238,Auto,201454.28,,Aprobado
101239,Consumo,240617.24,,Aprobado
101239,Auto,1296634.15,,Aprobado
101239,Auto,1222300.08,,Cancelado
101240,Consumo,651854.31,,Aprobado
101240,Consumo,33928.45,,Aprobado
101240,Auto,1236893.09,,Rechazado
101241,Hipotecario,1315111.88,150446.94,Rechazado
101241,Auto,1307064.93,,Aprobado
101242,Auto,1151023.67,,Aprobado
101242,Consumo,688273.64,,Rechazado
101243,Hipotecario,1115104.83,127566.41,Aprobado
101243,Auto,889659.7,,Aprobado
101243,Auto,427872.15,,Rechazado
101244,Auto,1321754.93,,Aprobado
101244,Consumo,1173189.16,,Aprobado
101244,Hipotecario,1403648.32,160575.38,Aprobado
101245,Hipotecario,342176.98,39144.56,Aprobado
101245,Consumo,276111.39,,Aprobado
101245,Auto,1277312.64,,Aprobado
101246,Consumo,229410.66,,Cancelado
101246,Consumo,1167407.44,,Aprobado
101246,Consumo,702809.85,,Aprobado
101247,Auto,301558.93,,Rechazado
101248,Auto,455771.25,,Aprobado
101248,Consumo,1332989.85,,Rechazado
101249,Consumo,574813.67,,Aprobado
101249,Hipotecario,1074884.77,122965.3,Cancelado
101249,Hipotecario,109926.76,12575.47,Aprobado
101250,Consumo,112727.74,,Aprobado
101250,Auto,204096.16,,Aprobado
101251,Auto,1344735.46,,Cancelado
101251,Hipotecario,1293122.83,147931.42,Aprobado
101251,Auto,1159925.23,,Aprobado
101252,Hipotecario,1351671.18,154629.27,Rechazado
101252,Auto,224462.61,,Aprobado
101252,Auto,307320.18,,Aprobado
101253,Auto,123369.17,,Cancelado
101253,Consumo,894908.82,,Aprobado
101254,Consumo,800922.34,,Aprobado
101255,Auto,1457989.72,,Aprobado
101255,Hipotecario,872627.97,99827.4,Aprobado
101255,Hipotecario,938668.74,107382.37,Rechazado
101256,Consumo,218314.63,,Rechazado
101256,Hipotecario,818591.45,93645.7,Aprobado
101257,Hipotecario,68081.55,7788.43,Aprobado
101257,Auto,92722.58,,Cancelado
101258,Consumo,47312.43,,Cancelado
101258,Consumo,208292.52,,Aprobado
101258,Auto,1339677.57,,Aprobado
101259,Auto,1187153.13,,Rechazado
101259,Auto,492862.34,,Rechazado
101260,Consumo,689620.93,,Cancelado
101261,Consumo,1467864.9,,Rechazado
101262,Hipotecario,75858.69,8678.13,Aprobado
101262,Consumo,684425.13,,Aprobado
101262,Auto,113176.4,,Rechazado
101263,Consumo,762294.47,,Aprobado
101263,Hipotecario,444106.04,50805.1,Aprobado
101263,Hipotecario,882946.58,101007.84,Cancelado
101264,Hipotecario,139634.62,15974.0,Aprobado
101265,Consumo,1188289.35,,Aprobado
101265,Hipotecario,892761.16,102130.61,Aprobado
101266,Hipotecario,1007946.28,115307.63,Cancelado
101267,Consumo,694875.59,,Aprobado
101267,Consumo,20484.47,,Aprobado
101267,Auto,1270110.26,,Rechazado
101268,Hipotecario,426568.71,48798.86,Aprobado
101268,Auto,921467.28,,Aprobado
101269,Hipotecario,1279395.05,146360.98,Rechazado
101269,Consumo,59564.59,,Rechazado
101270,Consumo,418841.68,,Aprobado
101270,Consumo,1132697.72,,Aprobado
101271,Auto,689722.07,,Aprobado
101271,Auto,315854.99,,Cancelado
101272,Hipotecario,719352.92,82292.95,Aprobado
101272,Auto,283848.81,,Aprobado
101273,Hipotecario,885879.84,101343.4,Aprobado
101273,Consumo,170239.77,,Cancelado
101273,Hipotecario,216004.58,24710.62,Aprobado
101274,Auto,188596.56,,Aprobado
101275,Consumo,1345728.42,,Rechazado
101275,Consumo,1201884.98,,Aprobado
101275,Hipotecario,375437.13,42949.48,Aprobado
101276,Consumo,708353.33,,Aprobado
101276,Hipotecario,936792.77,107167.77,Rechazado
101277,Auto,150387.4,,Aprobado
101277,Auto,1406693.39,,Aprobado
101277,Consumo,288340.48,,Rechazado
101278,Consumo,405138.66,,Aprobado
101279,Consumo,1435761.48,,Aprobado
101279,Auto,1457789.05,,Aprobado
101280,Auto,870198.6,,Rechazado
101280,Auto,777855.45,,Rechazado
101280,Consumo,198719.01,,Aprobado
101281,Hipotecario,382319.01,43736.75,Aprobado
101281,Auto,771551.08,,Aprobado
101281,Auto,1444337.64,,Rechazado
101282,Consumo,696563.48,,Aprobado
101283,Consumo,422654.22,,Rechazado
101283,Auto,966281.95,,Aprobado
101284,Consumo,106795.22,,Aprobado
101284,Consumo,792591.56,,Rechazado
101284,Consumo,1011542.27,,Aprobado
101285,Auto,1091129.41,,Aprobado
101286,Hipotecario,887820.41,101565.4,Aprobado
101286,Consumo,411348.49,,Cancelado
101287,Consumo,1363402.14,,Aprobado
101287,Hipotecario,293367.12,33560.78,Aprobado
101288,Hipotecario,1243711.74,142278.86,Aprobado
101288,Consumo,924243.23,,Rechazado
101289,Hipotecario,706451.89,80817.1,Aprobado
101290,Hipotecario,1026571.86,117438.37,Rechazado
101290,Auto,468402.68,,Aprobado
101290,Hipotecario,1234907.36,141271.65,Rechazado
101291,Consumo,1022082.11,,Aprobado
101291,Consumo,1286155.56,,Aprobado
101291,Hipotecario,780921.11,89336.27,Aprobado
101292,Auto,643157.27,,Aprobado
101293,Hipotecario,976286.53,111685.8,Rechazado
101293,Consumo,1297858.96,,Rechazado
101294,Consumo,795257.82,,Aprobado
101294,Consumo,839705.81,,Aprobado
101295,Hipotecario,817794.63,93554.55,Aprobado
101296,Hipotecario,234680.34,26847.1,Aprobado
101296,Consumo,371776.49,,Aprobado
101296,Hipotecario,687700.14,78671.92,Rechazado
101297,Auto,1386951.65,,Rechazado
101298,Hipotecario,1124719.09,128666.27,Aprobado
101299,Consumo,1038318.51,,Aprobado
101299,Auto,521770.19,,Rechazado
101300,Hipotecario,879182.84,100577.27,Aprobado
101300,Consumo,806529.71,,Cancelado
101301,Hipotecario,1070029.63,122409.87,Aprobado
101301,Consumo,837426.54,,Aprobado
101301,Consumo,1480269.02,,Aprobado
101302,Consumo,620685.78,,Rechazado
101303,Consumo,913517.29,,Rechazado
101304,Auto,474487.65,,Rechazado
101304,Consumo,755943.95,,Aprobado
101305,Auto,1027563.47,,Aprobado
101306,Hipotecario,133021.5,15217.47,Aprobado
101307,Auto,1060188.85,,Aprobado
101308,Auto,681817.04,,Aprobado
101309,Auto,1081526.76,,Cancelado
101310,Auto,466343.96,,Aprobado
101310,Hipotecario,989312.77,113175.98,Rechazado
101311,Hipotecario,53085.41,6072.9,Aprobado
101311,Consumo,498336.4,,Rechazado
101312,Auto,24753.22,,Cancelado
101312,Consumo,1387244.45,,Rechazado
101313,Auto,746581.07,,Aprobado
101313,Auto,1466733.17,,Aprobado
101314,Hipotecario,1203841.88,137717.81,Aprobado
101315,Consumo,968485.55,,Aprobado
101316,Hipotecario,531092.24,60756.2,Rechazado
101316,Hipotecario,1408820.71,161167.09,Aprobado
101316,Auto,296306.37,,Aprobado
101317,Auto,969322.21,,Rechazado
101318,Hipotecario,969422.15,110900.52,Aprobado
101319,Hipotecario,1314487.46,150375.5,Cancelado
101320,Auto,246804.21,,Aprobado
101320,Hipotecario,367315.57,42020.38,Aprobado
101320,Consumo,881902.89,,Aprobado
101321,Hipotecario,1169544.33,133794.21,Aprobado
101321,Consumo,366145.62,,Rechazado
101322,Auto,199513.51,,Rechazado
101323,Hipotecario,1300555.67,148781.73,Rechazado
101324,Auto,119247.01,,Rechazado
101324,Consumo,1301940.68,,Aprobado
101324,Consumo,1494624.28,,Aprobado
101325,Hipotecario,1035735.44,118486.67,Rechazado
101326,Auto,1243255.92,,Rechazado
101326,Auto,1304975.35,,Aprobado
101326,Hipotecario,954978.25,109248.16,Aprobado
101327,Consumo,571344.01,,Rechazado
101327,Auto,760311.26,,Aprobado
101327,Hipotecario,357276.19,40871.89,Rechazado
101328,Auto,166307.05,,Aprobado
101328,Consumo,316269.89,,Aprobado
101329,Hipotecario,37115.84,4246.0,Aprobado
101330,Auto,630340.58,,Aprobado
101330,Hipotecario,1149736.45,131528.22,Aprobado
101331,Consumo,179202.55,,Aprobado
101332,Hipotecario,674248.19,77133.04,Aprobado
101332,Hipotecario,743044.1,85003.19,Aprobado
101333,Auto,1476016.76,,Aprobado
101333,Consumo,1382764.03,,Aprobado
101333,Consumo,180474.44,,Aprobado
101334,Auto,664401.74,,Aprobado
101335,Auto,279987.74,,Aprobado
101335,Consumo,721396.19,,Aprobado
101335,Hipotecario,1306567.27,149469.44,Aprobado
101336,Auto,830563.33,,Rechazado
101337,Auto,453002.59,,Rechazado
101337,Hipotecario,1089092.7,124590.66,Rechazado
101337,Auto,736005.03,,Aprobado
101338,Consumo,1450092.64,,Aprobado
101338,Hipotecario,729193.62,83418.72,Aprobado
101339,Consumo,1300056.47,,Cancelado
101339,Auto,1186629.48,,Aprobado
101339,Auto,1482537.02,,Aprobado
101340,Auto,411126.66,,Aprobado
101340,Hipotecario,536731.4,61401.31,Aprobado
101340,Hipotecario,596377.36,68224.73,Aprobado
101341,Auto,787003.62,,Aprobado
101342,Auto,676108.9,,Rechazado
101342,Hipotecario,1475884.6,168839.11,Aprobado
101343,Consumo,278046.98,,Aprobado
101343,Hipotecario,1114941.16,127547.69,Aprobado
101343,Auto,1302683.15,,Aprobado
101344,Auto,1208061.34,,Rechazado
101344,Consumo,1411234.44,,Cancelado
101345,Hipotecario,377496.05,43185.01,Aprobado
101345,Auto,1203911.52,,Aprobado
101346,Hipotecario,310968.67,35574.37,Aprobado
101346,Consumo,377107.17,,Aprobado
101347,Auto,1010735.18,,Aprobado
101347,Hipotecario,1197043.02,136940.03,Aprobado
101348,Hipotecario,475008.2,54340.27,Aprobado
101348,Consumo,869936.71,,Aprobado
101349,Consumo,615233.17,,Rechazado
101349,Auto,201943.13,,Aprobado
101350,Auto,663568.8,,Aprobado
101350,Auto,1431012.81,,Aprobado
101350,Auto,703569.48,,Aprobado
101351,Consumo,1140082.67,,Aprobado
101351,Hipotecario,772043.46,88320.68,Rechazado
101352,Consumo,998179.88,,Aprobado
101353,Consumo,98991.71,,Rechazado
101353,Consumo,823522.38,,Rechazado
101353,Auto,1297496.64,,Aprobado
101354,Consumo,603387.7,,Aprobado
101354,Consumo,632452.75,,Aprobado
101354,Hipotecario,1377584.25,157593.69,Aprobado
101355,Consumo,1488264.36,,Cancelado
101355,Auto,1431794.46,,Aprobado
101355,Consumo,1433759.34,,Aprobado
101356,Consumo,78147.64,,Aprobado
101356,Hipotecario,886077.55,101366.02,Aprobado
101356,Hipotecario,1428375.79,163404.17,Rechazado
101357,Consumo,928052.65,,Aprobado
101357,Consumo,465526.15,,Aprobado
101358,Consumo,414235.48,,Rechazado
101358,Hipotecario,1313874.88,150305.42,Cancelado
101358,Hipotecario,962216.39,110076.19,Aprobado
101359,Hipotecario,371339.62,42480.73,Aprobado
101359,Hipotecario,1098863.28,125708.4,Aprobado
101360,Consumo,253496.41,,Aprobado
101361,Consumo,961409.86,,Aprobado
101361,Consumo,1144221.73,,Aprobado
101362,Auto,934584.2,,Aprobado
101362,Auto,200040.35,,Aprobado
101362,Hipotecario,970611.3,111036.56,Aprobado
101363,Hipotecario,1148042.46,131334.43,Aprobado
101363,Auto,1472764.77,,Aprobado
101364,Hipotecario,754057.36,86263.09,Aprobado
101364,Consumo,141015.95,,Aprobado
101365,Consumo,1019498.1,,Aprobado
101365,Consumo,993680.34,,Aprobado
101365,Auto,217095.3,,Aprobado
101366,Consumo,869524.66,,Aprobado
101366,Hipotecario,385724.71,44126.36,Aprobado
101366,Auto,1435585.44,,Aprobado
101367,Consumo,1120007.82,,Aprobado
101368,Consumo,260368.98,,Rechazado
101368,Auto,964434.51,,Aprobado
101369,Hipotecario,725452.95,82990.79,Aprobado
101369,Consumo,1048608.44,,Cancelado
101369,Hipotecario,1462825.25,167345.14,Rechazado
101370,Hipotecario,1365067.21,156161.76,Aprobado
101370,Auto,1363527.56,,Aprobado
101370,Hipotecario,348299.31,39844.95,Rechazado
101371,Hipotecario,1171824.94,134055.11,Rechazado
101371,Hipotecario,1058854.43,121131.45,Aprobado
101371,Hipotecario,782870.65,89559.29,Aprobado
101372,Auto,1336824.2,,Aprobado
101372,Auto,395590.39,,Aprobado
101372,Auto,145267.01,,Aprobado
101373,Auto,708317.21,,Rechazado
101374,Consumo,520291.3,,Aprobado
101375,Consumo,330893.49,,Aprobado
101376,Hipotecario,1300832.42,148813.39,Aprobado
101376,Auto,754407.21,,Cancelado
101377,Consumo,691490.91,,Aprobado
101378,Hipotecario,822972.73,94146.91,Rechazado
101378,Auto,906405.28,,Aprobado
101379,Auto,1189834.95,,Aprobado
101379,Hipotecario,140848.74,16112.9,Rechazado
101379,Hipotecario,484097.6,55380.08,Rechazado
101380,Auto,645873.55,,Cancelado
101380,Auto,632578.6,,Rechazado
101381,Auto,462056.83,,Aprobado
101381,Hipotecario,1413499.79,161702.37,Aprobado
101381,Consumo,430702.4,,Aprobado
101382,Auto,1485620.71,,Aprobado
101383,Hipotecario,36502.85,4175.87,Aprobado
101383,Consumo,122413.36,,Aprobado
101384,Auto,160162.18,,Aprobado
101384,Consumo,571844.2,,Aprobado
101385,Consumo,602288.05,,Aprobado
101385,Auto,20831.1,,Aprobado
